tag	current_zh	ja	en	post_count
saimin_gakuen	催眠学园	催眠学園	Saimin Gakuen	17
saimin_gakushuu	催眠学习	催眠学習	Saimin Gakushuu	10
saimin_isekai	催眠异世界	催眠異世界	Saimin Isekai	3
saimin_seishidou	催眠性指导	催眠性指導	Saimin Seishidou	136
saimin_seishidou_-secret_lesson-	催眠性指导_-Secret_Lesson-	催眠性指導_-Secret_Lesson-	Saimin Seishidou Secret Lesson	37
saimin_yuugi	催眠游戏	催眠遊戯	Saimin Yuugi	22
saiminjutsu_2	催眠术2	催眠術2	Saiminjutsu 2	14
saint_dorei_gakuen_2	圣奴隷学园2	聖奴隷学園2	Saint Dorei Gakuen 2	25
saint_dorei_gakuen_3	圣奴隷学园3	聖奴隷学園3	Saint Dorei Gakuen 3	9
saint_seiya	圣斗士星矢	聖闘士星矢	Saint Seiya	1987
saint_seiya:_episode.g	圣斗士星矢 EPISODE.G	聖闘士星矢 EPISODE.G	Episode G	3
saint_seiya:_legend_of_sanctuary	圣斗士星矢LEGENDofSANCTUARY	聖闘士星矢LEGENDofSANCTUARY	Legend of Sanctuary	33
saint_seiya:_soul_of_gold	黄金魂	聖闘士星矢-黄金魂	Saint Seiya: Soul Of Gold	33
saint_seiya:_the_lost_canvas	冥王神话	聖闘士星矢ロストキャンバス	Saint Seiya: The Lost Canvas	145
saint_seiya_omega	圣斗士星矢Ω	聖闘士星矢Ω	Saint Seiya Omega	330
saishuu_chikan_densha	最终痴汉电车	最終痴漢電車	Saishuu Chikan Densha	232
saishuu_chikan_densha_2	最终痴汉电车2	最終痴漢電車2	Saishuu Chikan Densha 2	9
saishuu_chikan_densha_3	最终痴汉电车3	最終痴漢電車3	Saishuu Chikan Densha 3	10
saishuu_heiki_kanojo	最终兵器彼女	最終兵器彼女	Saishuu Heiki Kanojo	85
saiunkoku_monogatari	彩云国物语	彩雲国物語	Saiunkoku Monogatari	45
saiyuki	最游记	最遊記	Saiyuki	110
saiyuu_musume	西游娘	西遊娘	Saiyuu Musume	1
saki_(manga)	咲-saki-	咲-saki-	Saki (manga)	7774
saki_achiga-hen	阿知贺编	阿知賀編	Saki Achiga-hen	1819
sakigake!!_otokojuku	魁！！男塾	魁!!男塾	Sakigake!! Otokojuku	50
sakura-san_goshimei_desu_yo	佐仓同学有你的指名哦	佐倉さんご指名ですよ	Sakura-san Goshimei Desu Yo	2
sakura_hime_kaden	樱姬华传	桜姫華伝	Sakura Hime Kaden	4
sakura_machizaka_stories	樱待坂Stories	桜待坂Stories	Sakura Machizaka Stories	35
sakura_machizaka_stories_vol.1	樱待坂Stories_vol.1	桜待坂Stories_vol.1	Sakura Machizaka Stories Vol.1	14
sakura_no_uta	樱之诗	サクラノ詩	Sakura No Uta	623
sakura_quest	樱花任务	サクラクエスト	Sakura Quest	209
sakura_taisen	樱花大战	サクラ大戦	Sakura Wars	2311
sakura_trick	樱trick	桜trick	Sakura Trick	608
sakura_tsuushin	樱通信	桜通信	Sakura Tsuushin	7
sakuraba_channel	樱庭高校放送部	桜庭高校放送部	Sakuraba Channel	11
sakurasuzu_yorozuya	樱铃万事屋	桜鈴万事屋	Sakurasuzu Yorozuya	5
sakurazaka46	樱坂46	桜坂46	sakurazaka46	13
sakusei_byoutou	搾精病栋	搾精病棟	Sakusei Byoutou	90
sakusei_byoutou:_kyouaku_naru_kangoshichou_ga_byouin_no_shin'en_he_sennyuu_sousa	搾精病栋	搾精病棟	Sakusei Byoutou Kyouaku Naru Kangoshichou Ga Byouin No Shin'en He Sennyuu Sousa	6
salamander_(game)	沙罗曼蛇	沙羅曼蛇	Salamander Game	16
samidare_(rebrank)	五月雨	五月雨	Samidare	2
samurai_dou_3	侍道3	侍道3	Samurai Dou 3	1
samurai_dou_4	侍道4	侍道4	Samurai Dou 4	3
samurai_spirits	侍魂	サムライスピリッツ	Samurai Shodown	3730
san_huan_xinzuo	三幻新作	三幻新作	San Huan Xinzuo	2
san_yue_yu_(vocaloid)	三月雨	三月雨	San Yue Yu (vocaloid)	11
sanada_maru	真田丸	真田丸	Sanada Maru	6
sanchoume_zouhyou_monogatari	三丁目杂兵物语	三丁目雑兵物語	Sanchoume Zouhyou Monogatari	1
sanctify_reikon_shinshoku	SANCTIFY灵魂侵蚀	SANCTIFY霊魂侵蝕	Sanctify	4
sanfu	三伏	三伏	Sanfu	1
sangai_senki	山海战记	山海戦記	Sangai Senki	85
sangetsuki	山月记	山月記	Sangetsuki	3
sangoku_hime	三极姬	三極姫	Sangoku Hime	72
sangoku_hime_2	三极姬2	三極姫2	Sangoku Hime 2	7
sangoku_hime_4	三极姬4	三極姫4	Sangoku Hime 4	30
sangoku_infinity	三国INFINITY	三国インフィニティ	Sangoku Infinity	177
sangoku_rensenki	三国恋战记	三国恋戦記	Sangoku Rensenki	18
sangoku_reppa	三国烈霸	三国烈覇	Sangoku Reppa	1
sangoku_shinki_~_touhou_ibunroku	三国神姬~东方异闻录	三国神姫~東方異聞録	Sangoku Shinki ~ Touhou Ibunroku	4
sangokushi_(yokoyama_mitsuteru)	横山光辉三国志	横山光輝三国志	Sangokushi (yokoyama Mitsuteru)	25
sangokushi_meishouden	三国志名将传	三国志名将伝	Sangokushi Meishouden	7
sangokushi_ranbu	三国志乱舞	三国志乱舞	Sangokushi Ranbu	48
sangokushi_senhime	三国志战姬	三国志戦姫	Sangokushi Senhime	17
sangokushi_senki	三国志战记	三國志戦記	Sangokushi Senki	1
sangokushi_taisen	三国志大战	三国志大戦	Sangokushi Taisen	608
sangokushi_tenka	三国志天华	三国志天華	Sangokushi Tenka	14
sanguo_romance	三国罗曼史	三国ロマンス	Sanguo Romance	53
sanka_hakuu	山下白雨	山下白雨	Sanka Hakuu	5
sankarea	散华礼弥	さんかれあ	Sankarea	186
sannen_z-gumi_ginpachi_sensei	3年Z组银八先生	3年Z組銀八先生	Gintama: Mr. Ginpachi's Zany Class	45
sanoba_witch	魔女的夜宴	サノバウィッチ	Sabbat Of The Witch	1756
sanrio	三丽鸥	サンリオ	Sanrio	8339
sanse_hui_lian	三色△绘恋	三色絵恋	Sanse Hui Lian	17
sanse_hui_lian_s	三色绘恋S	三色絵恋S	Sanse Hui Lian S	1
sansha_san'you	三者三叶	三者三葉	Sansha San'you	189
sanshisuimei	山紫水明	山紫水明	Sanshisuimei	1
sanso_gyorai	酸素鱼雷	酸素魚雷	Sanso Gyorai	1
sanyan_xiaotian_lu	三眼哮天录	三眼哮天録	In Three Eyes The Deified	4
sapphire_panlogism	东方潮圣书	東方潮聖書	Sapphire Panlogism	7
sapporo_city_transportation_bureau	札幌市交通局	札幌市交通局	Sapporo City Transportation Bureau	3
sasayaku_you_ni_koi_wo_utau	恋语轻唱	ささやくように恋を唄う	Whisper Me a Love Song	508
satsuma_gishiden	萨摩义士传	薩摩義士伝	Satsuma Gishiden	4
satsuriku_kyou_(utau)	杀戮狂	殺戮狂	Satsuriku Kyou (utau)	3
satsuriku_no_tenshi	杀戮的天使	殺戮の天使	Angels of Death	506
savage_reign	风云默示录	風雲黙示録	Savage Reign	22
saving_my_sweetheart	如何守护温柔的你	優しいあなたを守る方法	Saving My Sweetheart	2
say_good-bye_namida_(love_live!)	Say Good-Bye 泪	Say Good-Bye 涙	Say Good-bye Namida (love Live!)	12
saya_no_uta	沙耶之歌	沙耶の唄	The Song of Saya	1134
sayeonma	S演M	S演M	Sayeonma	11
saying_farewell_at_xunyang	浔阳送别图	潯陽送別図	Saying Farewell At Xunyang	2
sayoko_(song)	小夜子	小夜子	Sayoko (song)	7
sayonara_eri	再见绘梨	さよなら絵梨	Goodbye, Eri	60
sayonara_zetsubou_sensei	再见绝望先生	さよなら絶望先生	Sayonara Zetsubou Sensei	3171
school_shock	雏蜂	雛蜂	School Shock	24
scissor_seven	刺客伍六七	刺客伍六七	Scissor Seven	62
scott_pilgrim_(series)	歪小子斯科特	スコット・ピルグリム	Scott Pilgrim vs. the World	2214
scott_pilgrim_takes_off	歪小子史考特火力全开	スコット・ピルグリムテイクス・オフ	Scott Pilgrim Takes Off	1461
scp_foundation	SCP财团	SCP財団	SCP Foundation	922
screechers_wild	爆裂飞车	爆裂飛車	Screechers Wild	4
sd_gundam	SD高达	SDガンダム	Sd Gundam	1608
sd_gundam_musha_maruden	武者○传	武者○伝	Sd Gundam Musha Maruden	20
sd_sengokuden	SD战国传	SD戦国伝	SD Sengokuden	95
sdorica	万象物语	スドリカ	Sdorica	381
searching_for_a_world_that_doesn't_exist	寻找不存在的世界	尋找不存在的世界	sfawtde	228
section:00	【00课陆】	【00課陸】	Section:00	5
see_in_ao	SeeIn青	SeeIn青	See In Ao	16
seer_(game)	赛尔号	賽爾号	Seer (Game)	28
sega	世嘉	セガ	Sega	1023
sei_dorei_gakuen	圣奴隷学园	聖奴隷学園	Sei Dorei Gakuen	40
sei_madou_monogatari	圣魔导物语	聖魔導物語	Sei Madou Monogatari	12
sei_shoujo_~seido_ikusei_gakuen~	圣娼女~性奴育成学园~	聖娼女~性奴育成学園~	Sei Shoujo ~Seido Ikusei Gakuen~	63
sei_zenra_jogakuen	圣全裸女学园	聖全裸女学園	Sei Zenra Jogakuen	116
seibu_keisatsu	西部警察	西部警察	Seibu Keisatsu	11
seibu_railway	西武铁道	西武鉄道	Seibu Railway	6
seido_choukyou_shidoushitsu	性奴调教指导室~变态拘束教育课程~	性奴調教指導室~変態拘束教育課程~	Seido Choukyou Shidoushitsu	3
seifuku_date	制服date	制服date	Seifuku Date	3
seifuku_rakuen	制服乐园	制服楽園	Seifuku Rakuen	53
seifuku_shoujo_miseifuku	制服少女未征服	制服少女未征服	Seifuku Shoujo Miseifuku	12
seifuku_tenshi	制服天使	制服天使	Seifuku Tenshi	13
seigi_(zutomayo)	正义	正義	Seigi	22
seihou	西方Project	西方Project	Seihou	343
seiin_chuudoku	精饮中毒	精飲中毒	Seiin Chuudoku	1
seikatsu_anzen-ka_bouhan-gakari_kissa_himawari	生活安全课防犯系	生活安全課防犯係	Seikatsu Anzen Ka Bouhan Gakari Kissa Himawari	1
seiken_densetsu	圣剑传说	聖剣伝説	Seiken Densetsu	2701
seiken_densetsu:_the_emergence_of_excalibur	圣剑传说 THE EMERGENCE OF EXCALIBUR	聖剣伝説 THE EMERGENCE OF EXCALIBUR	Seiken Densetsu: The Emergence Of Excalibur	1
seiken_densetsu_1	圣剑传说	聖剣伝説	Seiken Densetsu 1	18
seiken_densetsu_2	圣剑传说2	聖剣伝説2	Seiken Densetsu 2	258
seiken_densetsu_3	圣剑传说3	聖剣伝説3	Seiken Densetsu 3	2062
seiken_densetsu_4	圣剑传说4	聖剣伝説4	Seiken Densetsu 4	6
seiketsu_no_kemono	圣血之海兽	聖血の海獣	Seiketsu No Kemono	2
seirei_gensouki	精灵幻想记	精霊幻想記	Seirei Gensouki	194
seireki13ya	星历13夜	星歴13夜	Seireki13ya	5
seireki_2236-nen	西历2236年	西暦2236年	Seireki 2236-nen	5
seiri-bu	生理部	生理部	Menstruation Division	8
seishokuki	性食鬼	性食鬼	Seishokuki	8
seishun_bakusou!	青春爆走！	青春爆走!	Seishun Bakusou!	7
seishun_buta_yarou	青春猪头少年	青春ブタ野郎はバニーガール先輩の夢を見ない	Aobuta	2042
seishun_scrap!	青春SCRAP!	青春SCRAP!	Seishun SCRAP!	3
seitokai_yakuindomo	生徒会役员共	生徒会役員共	Seitokai Yakuindomo	328
sekai_ai_neko_shoujo_kikan_project	世界爱猫少女机关Project	世界愛猫少女機関Project	Sekai Ai Neko Shoujo Kikan Project	2
sekai_oni	世界鬼	世界鬼	Sekai Oni	14
sekai_seifuku_kanojo	世界征服彼女	世界征服彼女	Sekai Seifuku Kanojo	34
sekaiichi_hatsukoi	世界一初恋	世界一初恋	Sekaiichi Hatsukoi	10
sekaiju_no_meikyuu	世界树迷宫	世界樹の迷宮	Sekaiju No Meikyuu	5227
sekirara_(idolmaster)	赤裸裸	赤裸々	Sekirara (Idolmaster)	14
sekiro:_shadows_die_twice	只狼	隻狼	sekiro	995
sekken-ya	石碱屋	石鹸屋	Sekken-ya	25
semi_wa_magic_cube	精算小魔女	精算小魔女	Semi And Magic Cube	18
sen'yuu.	战勇。	戦勇。	Sen'yuu	209
sen_no_kiseki_(series)	闪之轨迹			5137
sen_no_kiseki_i	闪之轨迹	閃の軌跡	Sen No Kiseki I	1794
sen_no_kiseki_iii	闪之轨迹III	閃の軌跡III	Trails of Cold Steel III	1446
sen_to_chihiro_no_kamikakushi	千与千寻	千と千尋の神隠し	Spirited Away	1111
senbonzakura_(vocaloid)	千本樱	千本桜	Senbonzakura (vocaloid)	578
sengoku_basara	战国BASARA	戦国BASARA	Sengoku Basara	2390
sengoku_basara_2	战国BASARA2	戦国BASARA2	Sengoku Basara 2	1
sengoku_basara_3	战国BASARA3	戦国BASARA3	Sengoku Basara 3	30
sengoku_bushouki_muramasa	战国武将姬MURAMASA	戦国武将姫MURAMASA	Sengoku Bushouki Muramasa	797
sengoku_enbu_-kizna-	战国炎舞-KIZNA-	戦国炎舞-KIZNA-	Sengoku Enbu -kizna-	30
sengoku_fubu	战国布武	戦国布武	Sengoku Fubu	25
sengoku_fuuma_den_ranpa	战国风魔传乱破	戦国風魔伝乱破	Sengoku Fuuma Den Ranpa	1
sengoku_gensoukyoku	战国幻想曲	戦国幻想曲	Sengoku Gensoukyoku	64
sengoku_gensoukyou	战国幻想乡	戦国幻想郷	Sengoku Gensoukyou	4
sengoku_hanafuda_kassen	战国花札合战	戦国花札合戦	Sengoku Hanafuda Kassen	37
sengoku_hime	战极姬	戦極姫	Sengoku Hime	68
sengoku_hime_4	战极姬4	戦極姫4	Sengoku Hime 4	3
sengoku_hime_6	战极姬6	戦極姫6	Sengoku Hime 6	17
sengoku_hime_7	战极姬7	戦極姫7	Sengoku Hime 7	12
sengoku_ixa	战国IXA	戦国IXA	Sengoku Ixa	13
sengoku_kitan_youtouden	战国奇谭妖刀传	戦国奇譚妖刀伝	Sengoku Kitan Youtouden	7
sengoku_koihime	战国†恋姬~乙女绚烂☆战国绘卷~	戦国†恋姫~乙女絢爛☆戦国絵巻~	Sengoku Koihime	115
sengoku_koihime_x	战国†恋姬X	戦国†恋姫X	Sengoku Koihime X	50
sengoku_koihime_~otome_kenran_sengoku_emaki~	战国†恋姬	戦国†恋姬	Sengoku Koihime	131
sengoku_musou	战国无双	戦国無双	Sengoku Musou	1032
sengoku_musou:_sanada_maru	战国无双真田丸	戦国無双真田丸	Sengoku Musou: Sanada Maru	19
sengoku_musou_1	战国无双1	戦国無双1	Sengoku Musou 1	72
sengoku_musou_2	战国无双2	戦国無双2	Sengoku Musou 2	229
sengoku_musou_3	战国无双3	戦国無双3	Sengoku Musou 3	221
sengoku_musou_4	战国无双4	戦国無双4	Sengoku Musou 4	206
sengoku_musou_5	战国无双5	戦国無双5	Sengoku Musou 5	8
sengoku_musou_chronicle	战国无双Chronicle	戦国無双クロニクル	Sengoku Musou Chronicle	22
sengoku_otome	战国乙女	戦国乙女	Sengoku Otome	401
sengoku_saga	战国SAGA	戦国SAGA	Sengoku Saga	201
sengoku_seiha	战国制霸	戦国制覇	Sengoku Seiha	2
sengoku_shura_soul	战国修罗SOUL	戦国修羅SOUL	Sengoku Shura Soul	11
sengoku_taisen	战国大战	戦国大戦	Sengoku Taisen	322
sengoku_turb	战国TURB	戦国TURB	Sengoku Turb	7
sengoku_youko	战国妖狐	戦国妖狐	Sengoku Youko	50
senhime_tenka	战姬天下	戦姫天下	Senhime Tenka	6
senjou_no_valkyria_(series)	战场女武神	戦場のヴァルキュリア	Valkyria	1692
senjuushi:_the_thousand_noble_musketeers	千铳士	千銃士	Senjuushi: The Thousand Noble Musketeers	164
senjuushi:_the_thousand_noble_musketeers_rhodoknight	千铳士R	千銃士R	Senjuushi: R	26
senjuushi_(series)	千铳士	千銃士	Senjuushi (series)	192
senki_zesshou_symphogear	战姬绝唱SYMPHOGEAR	戦姫絶唱シンフォギア	Senki Zesshou Symphogear	11751
sennagi	战巫	戦巫	Sennagi	14
sennen_joyuu	千年女优	千年女優	Sennen Joyuu	43
sennen_sensou_aigis	千年战争Aigis	千年戦争アイギス	Millennium War Aigis	4016
senran_kagura	闪乱神乐	閃乱カグラ	Senran Kagura	20161
senran_kagura_new_link	闪乱神乐 NEW LINK	シノビマスター閃乱カグラ New Link	Senran Kagura New Link	3308
senran_kagura_shinovi_versus	闪乱神乐 少女们的证明	閃乱カグラ少女達の証明	Senran Kagura Shinovi Versus	1506
senran_kagura_shoujo-tachi_no_shin'ei	闪乱神乐-少女们的真影-	閃乱カグラ-少女達の真影-	Senran Kagura Shoujo-Tachi No Shin'Ei	2213
senren_banka	千恋*万花	千恋*万花	Senren Banka	2149
senryokugai_sousakan	战力外搜查官	戦力外捜査官	Senryokugai Sousakan	2
senryuu_shoujo	川柳少女	川柳少女	Senryuu Shoujo	47
sense:_a_cyberpunk_ghost_story	Sense-不祥的预感	Sense-不祥的预感	Sense: A Cyberpunk Ghost Story	4
sensha_isu:_tank_chair	战车椅子	戦車椅子	Tank Chair	27
sensha_otoko	战车男	戦車男	Sensha Otoko	243
senshuu_ichiya_(vocaloid)	千秋一夜	千秋一夜	Senshuu Ichiya	2
sentai_daishikkaku	战队大失格	戦隊大失格	Ranger Reject	123
sentou_yousei_yukikaze	战斗妖精雪风	戦闘妖精雪風	Sentou Yousei Yukikaze	100
seraphim_zone	炽天使空域	熾天使空域	Seraphim Zone	8
serbia_strong	移除烤肉串	リムーブ・ケバブ	Serbia Strong	8
sergestid_shrimp_in_tungkang	初夏的东港之樱	初夏的東港之桜	Sergestid Shrimp In Tungkang	121
serial_experiments_lain	玲音	シリアルエクスペリメンツレイン	Serial Experiments Lain	1623
serina_(game)	濑里奈	瀬里奈	Serina	17
servants_of_harvest_wish	东方催狐谭	東方催狐譚	Servants Of Harvest Wish	5
service_wars	接客无双	接客無双	Service Wars	1
setogiwa_(neutrino)	濑户际	瀬戸際	Setogiwa (neutrino)	2
settlers_of_catan	卡坦岛	カタンの開拓者たち	Settlers of Catan	15
sevensphere	七星传	セブンスフィア	Sevensphere	2
sewayaki_kitsune_no_senko-san	仙狐小姐	世話やきキツネの仙狐さん	The Helpful Fox Senko-san	1061
sfacg	SF互动传媒网	SF互動伝媒網	SFACG	2
sha_chuan_fuben_hou_wo_zai_guize_li_yang_da_xieshen	杀穿副本后我在规则里养大邪神	殺穿副本後我在規則裏養大邪神	Sha Chuan Fuben Hou Wo Zai Guize Li Yang Da Xieshen	1
sha_po_lang	杀破狼	殺破狼	Sha Po Lang	47
shadowverse	影之诗	シャドウバース	Shadowverse	4598
shadowverse_flame	影之诗f	シャドウバースF	Shadowverse Flame	224
shakugan_no_shana	灼眼的夏娜	灼眼のシャナ	Shakugan No Shana	3083
shama_(vocaloid)	纱痲	紗痲	Shama (Vocaloid)	28
shanghai_ameiro_hibiki_kyoku_(vocaloid)	上海饴色光响曲	上海飴色光響曲	Shanghai Ameiro Hibiki Kyoku	2
shanghai_sharks	上海哔哩哔哩大鲨鱼	上海シャークス	Shanghai Sharks	1
shanhai_jing	山海经	山海经	Shanhai Jing	6
shanhai_jing_hua	山海镜花	山海鏡花	Shanhai Jing Hua	37
shantae_(series)	珊蒂	シャンティ	Shantae	2782
shao_nian_jin_yi_wei	少年锦衣卫	少年錦衣衛	Shao Nian Jin Yi Wei	1
shaonian_ge_xing	少年歌行	少年歌行	Shaonian Ge Xing	8
shaonian_sanguo_zhi	少年三国志	少年三国志	Shaonian Sanguo Zhi	1
shasou_(synthesizer_v)	车窓	車窓	Shasou	8
shei_ba_shei_dang_zhen	谁把谁当真	誰把誰当真	Shei Ba Shei Dang Zhen	1
shen_du_ye_xing_lu	神都夜行录	神都夜行録	Shen Du Ye Xing Lu	2
shenbing_xiaojiang	神兵小将	神兵小将	Shenbing Xiaojiang	8
shengtang_yehua	盛唐夜话	盛唐夜話	Shengtang Yehua	13
shenming_panjue!_zheyang_de_wo_youzui!?	神明判决！这样的我有罪！？	神明判決!這様的我有罪!?	Shenming Panjue! Zheyang De Wo Youzui!?	1
shi_ci_dong_wu_cheng	诗词动物城	詩詞動物城	Animal_Poetry_City	6
shi_kong_zhan_ji	时空战姬	時空戦姬	Shi Kong Zhan Ji	1
shibetsu_(vocaloid)	死别	死別	Shibetsu	4
shier_shengxiao_gundam	十二生肖高达	十二支ガンダム	Shier Shengxiao Gundam	18
shigatsu_wa_kimi_no_uso	你的四月	四月は君の嘘	Shigatsu Wa Kimi No Uso	452
shigatsu_youka	死月妖花	死月妖花	Shigatsu Youka	20
shigoto_neko	仕事猫	仕事猫	WorkCats	339
shiguang_dailiren	时光代理人	時光代理人	Link Click	2244
shigureduki_yokochou	时雨月横丁	時雨月横丁	Shigureduki Yokochou	1
shijuu_hachi_(kari)	四八（假）	四八(仮)	Shijuu Hachi	2
shijuushichi_taisen	四十七大战	四十七大戦	Shijuushichi Taisen	3
shikabane_hime	尸姬	屍姫	Shikabane Hime	51
shikanoko_nokonoko_koshitantan	鹿乃子乃子虎视眈眈	しかのこのこのここしたんたん	My Deer Friend Nokotan	913
shiki_(novel)	尸鬼	屍鬼	Shiki (novel)	281
shikigami_(manga)	四季神	四季神	Shikigami	2
shikihime_zoushi	式姬Project	式姫Project	Shikihime Zoushi	73
shikisai_denki_(vocaloid)	色彩电气	色彩電気	Shikisai Denki (vocaloid)	2
shikiyoku_musou	色欲无双	色慾無双	Shikiyoku Musou	11
shikoku_yonkyoudai	四国四兄弟	四国四兄弟	Shikoku Yonkyoudai	23
shikyuu_ren'ai	子宫恋爱	子宮恋愛	Shikyuu Ren'ai	1
shilou_de_healer	失落的黑莱尔	失落的黒莱爾	Shilou De Healer	2
shimai_youhei	姉妹佣兵	姉妹傭兵	Shimai Youhei	2
shimotsuma_monogatari	下妻物语	下妻物語	Kamikaze Girls	28
shin'ya_housou	深夜放送	深夜放送	Shin'ya Housou	1
shin'ya_shokudou	深夜食堂	深夜食堂	Midnight Occult Civil Servants	7
shin'ya_tai	深夜队	深夜隊	Shin'ya Tai	6
shin_angyou_onshi	新暗行御史	新暗行御史	Shin Angyou Onshi	14
shin_chikan_ou	真痴汉王	真痴漢王	Shin Chikan Ou	1
shin_hakkenden	神八剑传	神八剣伝	Shin Hakkenden	1
