tag	current_zh	ja	en	series	post_count
etorofu_(kancolle)	择捉	択捉	Etorofu		1657
etou_kanami	卫藤可奈美	衛藤可奈美	Etou Kanami		469
eula_(genshin_impact)	优菈·劳伦斯	エウルア・ローレンス	Eula	原神	6416
eunectes_(arknights)	森蚺	ユーネクテス	Eunectes	明日方舟	1144
euphyllia_magenta	尤菲莉亚·玛赞塔	ユフィリア・マゼンタ	Euphyllia Magenta		1032
eurasian_eagle_owl_(kemono_friends)	雕鸮	ミミちゃん助手	Eurasian Eagle Owl		1395
euryale_(fate)	尤瑞艾莉	エウリュアレ	Euryale		1203
eva_00	零号机	エヴァ零号機	Eva 00		378
eva_01	初号机	エヴァンゲリオン初号機	Eva 01		1115
eva_beatrice	夏娃贝阿朵莉切	エヴァ・ベアトリーチェ	Eva Beatrice		776
evanescia_(honkai:_star_rail)	绯英	緋英	Evanescia	崩坏:星穹铁道	1394
eve_(elsword)	伊芙（艾尔之光）	イヴ（エルソード）	Eve	艾尔之光	1254
eve_(stellar_blade)	伊芙（剑星）	イヴ（ステラブレイド）	Eve	剑星	1068
evelyn_chevalier	伊芙琳·舒瓦利耶	イヴリン・シェヴァリエ	Evelyn Chevalier		4420
executor_(arknights)	费德里科	イグゼキュター(アークナイツ)	Executor	明日方舟	750
executor_the_ex_foedere_(arknights)	圣约送葬人	聖約イグゼキュター	Executor The Ex Foedere	明日方舟	303
exusiai_(arknights)	蕾缪乐	エクシア(アークナイツ)	Exusiai	明日方舟	5712
eyjafjalla_(arknights)	艾雅法拉	エイヤフィヤトラ	Eyjafjalla	明日方舟	2276
eyjafjalla_the_hvit_aska_(arknights)	纯烬艾雅法拉	純燼エイヤフィヤトラ	Eyjafjalla The Hvit Aska	明日方舟	494
ezio_auditore_da_firenze	艾吉奥·奥迪托雷	エツィオ・アウディトーレ・ダ・フィレンツェ	Ezio Auditore Da Firenze		351
ezreal_(league)	伊泽瑞尔	伊沢瑞爾	Ezreal		557
fairy_(kancolle)	装备妖精	妖精	Fairy		3711
fal_(girls'_frontline)	FAL(少女前线)	FAL(ドールズフロントライン)	Fal	少女前线	360
falin_touden	法琳	ファリン・トーデン	Falin Touden		3848
falin_touden_(chimera)	法琳（chimera）	ファリゴン	Falin Touden		1378
falin_touden_(tallman)	法琳（高个）				1839
falling_devil_(chainsaw_man)	下落恶魔	落下の悪魔	Falling Devil	电锯人	327
falulu	法露璐	ファルル	Falulu		464
fami_(chainsaw_man)	法米	キガ	Fami	电锯人	1358
faputa	法仆塔	ファプタ	Faputa		764
fartooth_(arknights)	远牙	ユスティナ（アークナイツ）	Fartooth	明日方舟	379
faruzan_(genshin_impact)	珐露珊	ファルザン	Faruzan	原神	1515
faust_(arknights)	浮士德（明日方舟）	浮士徳	Faust	明日方舟	291
faust_(project_moon)	浮士德（月亮计划）	ファウスト（プロジェクトムーン）	Faust	月亮计划	4510
feater_(arknights)	万笙笙	万笙笙	Feater	明日方舟	1087
feiqizi_(fkey)	菲奇子	菲奇子	Feiqizi		305
felicia_(darkstalkers)	菲莉西亚	フェリシア	Felicia	魔域幽灵	2410
female_alear_(fire_emblem)	琉尔（fe）	リュール（fe）	Female Alear	火焰纹章	2188
female_byleth_(awakened)_(fire_emblem)	贝雷丝（觉醒）			火焰纹章	1648
female_byleth_(fire_emblem)	贝雷丝	ベレス=アイスナー	Female Byleth	火焰纹章	7362
female_corrin_(fire_emblem)	神威（火焰纹章）	カムイ（fe）	Female Corrin	火焰纹章	4790
female_doctor_(arknights)	女博士	女ドクター(アークナイツ)	Female Doctor	明日方舟	789
female_endministrator_(arknights)	女管理人	女管理人	Female Endministrator	明日方舟	2532
female_esper_zero_(nte)	零（异环）（fe）	鑑定士(NTE)（fe）	Female Esper Zero		297
female_mage_(dungeon_and_fighter)	女法师	女法	Female Mage	地下城与勇士	785
female_rover_(wuthering_waves)	女漂泊者	潮妹	Female Rover	鸣潮	5254
female_saniwa_(touken_ranbu)	女审神者	女審神者	Female Saniwa	刀剑乱舞	885
female_sensei_(blue_archive)	老师（女性·碧蓝档案）	女先生(プレナパテス)	Female Sensei	碧蓝档案	1756
female_trainer_(umamusume)	女训练员	タキモル♀	Female Trainer	闪耀!优俊少女	1597
female_tyrant_(swimsuit)_(stella_sora)	女魔王（水着）	女魔王(水着)	Female Tyrant (swimsuit)	星塔旅人	294
fengxi_(the_legend_of_luo_xiaohei)	风息	フーシー	Fengxi	罗小黑战记	415
fennec_(kemono_friends)	耳廓狐	アラフェネ	Fennec		3127
fennekin	夫波	フォッコ	Fennekin		1489
fern_(sousou_no_frieren)	菲伦	フェルン	Fern	葬送的芙莉莲	9696
fiammetta_(arknights)	菲亚梅塔	菲亜梅塔	Fiammetta	明日方舟	1510
fidough	狗仔包	パピモッチ	Fidough		400
fighting_master_alleyne	战斗教官	戦闘教官	Fighting Master Alleyne		282
fine_(futagohime)	法音	ファイン	Fine		530
fine_motion_(umamusume)	美妙姿势	ファインモーション（ウマ娘プリティーダービー）	Fine Motion	闪耀!优俊少女	2152
fire_keeper	火防女	火防女	Fire Keeper		543
firefly_(honkai:_star_rail)	流萤	ホタル（崩壊:スターレイル）	Firefly	崩坏:星穹铁道	16579
fischl_(ein_immernachtstraum)_(genshin_impact)	菲谢尔（极夜真梦）	菲謝爾(極夜真夢)	Fischl (ein Immernachtstraum)	原神	429
fischl_(genshin_impact)	菲谢尔·冯·露弗施洛斯·那菲多特	フィッシュル・ヴォン・ルフシュロス・ナフィードット	Fischl	原神	4152
five-seven_(girls'_frontline)	Five-seveN(少女前线)	Five-seveN(ドールズフロントライン)	Five-seven	少女前线	516
flamebringer_(arknights)	炎客	炎客	Flamebringer	明日方舟	457
flametail_(arknights)	焰尾	フレイムテイル(アークナイツ)	Flametail	明日方舟	465
flandre_scarlet	芙兰朵露·斯卡雷特	フランドール・スカーレット	Flandre Scarlet		62684
flareon	火伊布	ブースター	Flareon		2243
fletcher_(kancolle)	弗莱彻（舰队Collection）	フレッチャー（舰队Collection）	Fletcher		2086
flins_(genshin_impact)	克里洛·楚德米洛维奇·菲林斯	キリル・チュードミロヴィッチ・フリンズ	Flins	原神	2105
floating_fortress_(kancolle)	浮游要塞	浮遊要塞	Floating Fortress		290
floragato	蒂蕾喵	ニャローテ	Floragato		584
florence_nightingale_(berserker)_(fate)	南丁格尔（Berserker）				1190
florence_nightingale_(fate)	南丁格尔	ナイチンゲール（florence·Fate）	Florence Nightingale		3925
florence_nightingale_(trick_or_treatment)_(fate)	弗洛伦斯·南丁格尔	トリック・オア・トリートメント	Florence Nightingale (trick Or Treatment)		1293
floyd_leech	弗洛伊德	フロイド・リーチ	Floyd Leech		1827
fluorite_(arknights)	萤石	蛍石	Fluorite	明日方舟	694
flutterpage	纸信圈儿	パタパタペーパー	Flutterpage		449
fluttershy	柔柔	フラタシャイ	Fluttershy		816
flygon	沙漠蜻蜓	フライゴン	Flygon		1437
fnc_(girls'_frontline)	FNC(少女前线)	FNC(ドールズフロントライン)	Fnc	少女前线	304
foo_fighters_(jojo)	斗魂骇客（jojo）	フー・ファイターズ（jojo）	Foo Fighters		695
forever_young_(umamusume)	青春永驻	ヤン子	Forever Young	闪耀!优俊少女	513
formidable_(azur_lane)	可畏（碧蓝航线）	フォーミダブル(アズールレーン)	Formidable	碧蓝航线	5030
formidable_(the_lady_of_the_beach)_(azur_lane)	海边的“皇家淑女”	ロイヤルレディの海	Formidable (the Lady Of The Beach)	碧蓝航线	492
fou_(fate)	芙芙	フォウ	Fou		2734
fox_mask_(silent_hill)	常喜寿幸（寂静岭）	狐面の男	Fox Mask		341
france_(hetalia)	法国	フランシス・ボヌフォワ	France		1334
francesca_prelati_(fate)	弗兰切丝卡	フランチェスカ・プレラーティ	Francesca Prelati		1067
francis_drake_(fate)	德雷克（francis·Fate）	フランシス・ドレイク	Francis Drake		594
franka_(arknights)	芙兰卡	フランカ	Franka	明日方舟	990
frankenstein's_monster_(fate)	弗兰肯斯坦的怪物（Fate）	フランケンシュタイン（Fate）	Frankenstein's Monster		1293
franky_(one_piece)	弗兰奇	卡提·弗拉姆	Franky	海贼王	1121
franziska_von_karma	狩魔冥	かるまめい	Franziska Von Karma		900
frederica_bernkastel	贝伦卡斯泰露	フレデリカ・ベルンカステル	Frederica Bernkastel		1703
freminet_(genshin_impact)	菲米尼·雪奈茨维奇	菲米尼·雪奈茨維奇	Freminet	原神	1154
frisk_(undertale)	弗里斯克	フリスク	Frisk	传说之下	3295
froslass	雪妖女	ユキメノコ	Froslass		958
frostleaf_(arknights)	霜叶	フロストリーフ	Frostleaf	明日方舟	1060
frostnova_(arknights)	霜星	フロストノヴァ	Frostnova	明日方舟	1289
fu_hua	符华	フカ	Fu Hua		5207
fu_hua_(azure_empyrea)	云墨丹心	雲墨丹心	Fu Hua		608
fu_hua_(night_squire)	白执事	白執事	Fu Hua		368
fu_hua_(phoenix)	赤鸢	赤鳶	Fu Hua		587
fu_hua_(shadow_knight)	符华（影骑士·月轮）	フカ(影騎士・月輪)	Fu Hua		308
fu_shun_(touqi_guaitan)	符顺	符順	Fu Shun	头七怪谈	298
fubuki_(blue_archive)	合欢垣吹雪	合歓垣フブキ	Fubuki	碧蓝档案	2045
fubuki_(kancolle)	吹雪（舰队Collection）	吹雪（舰队Collection）	Fubuki		12925
fubuki_(one-punch_man)	地狱的吹雪	地獄のフブキ	Fubuki	一拳超人	2409
fubuki_(spring)_(kancolle)	吹雪（春）	吹雪(春)	Fubuki (spring)		377
fubuki_shirou	吹雪士郎	吹雪士郎	Fubuki Shirou		479
fudou_akio	不动明王	不動明王	Fudou Akio		317
fudou_akira	不动明	不動明	Fudou Akira		282
fuecoco	呱呱火龙	ホゲータ	Fuecoco		1599
fugue_(honkai:_star_rail)	忘归人	忘帰人	Fugue	崩坏:星穹铁道	640
fuiba_fuyu	风衣叶冬优	風衣葉冬優	Fuiba Fuyu		334
fuji_kiseki_(umamusume)	富士奇迹	フジキセキ（ウマ娘プリティーダービー）	Fuji Kiseki	闪耀!优俊少女	2250
fuji_miyako	藤都子	藤都子	Fuji Miyako		348
fujibayashi_ryou	藤林椋	藤林椋	Fujibayashi Ryou		566
fujii_ayame	藤井彩目	藤井彩目	Fujii Ayame		345
fujiki_yusaku	藤木游作	藤木遊作	Fujiki Yusaku		302
fujima_sakura	藤间樱	藤間桜	Fujima Sakura		364
fujimaru_ritsuka_(female)	藤丸立香（女性）	藤丸立香	Fujimaru Ritsuka		16497
fujimaru_ritsuka_(female)_(decisive_battle_chaldea_uniform)	藤丸立香（女性·decisive battle chaldea uniform）	決戦用カルデア制服（女性）	Fujimaru Ritsuka (female)		1187
fujimaru_ritsuka_(female)_(polar_chaldea_uniform)	藤丸立香（女性·极地迦勒底制服）	極地用カルデア制服（女性）	Fujimaru Ritsuka (female)		1199
fujimaru_ritsuka_(male)_(polar_chaldea_uniform)	藤丸立香（男性·极地迦勒底制服）	極地用カルデア制服（男性）	Fujimaru Ritsuka (male)		1232
fujimoto_rina	藤本里奈	藤本里奈	Fujimoto Rina		439
fujimura_taiga	藤村大河	藤村大河	Fujimura Taiga		733
fujinami_(kancolle)	藤波（舰队Collection）	藤波	Fujinami		798
fujino_shizuru	藤乃静留	静なつ	Fujino Shizuru		791
fujioka_haruhi	藤冈春绯	藤岡ハルヒ	Fujioka Haruhi		343
fujita_kotone	藤田琴音	藤田ことね	Fujita Kotone		4107
fujiwara_chika	藤原千花	藤原千花	Fujiwara Chika		2261
fujiwara_hajime	藤原肇	藤原肇	Fujiwara Hajime		547
fujiwara_no_iyozane	藤原伊代真	1月4日は藤原伊代真の日	Fujiwara No Iyozane		331
fujiwara_no_mokou	藤原妹红	藤原妹紅	Fujiwara No Mokou		30617
fukada_ichika	深田一花	サメガール	Fukada Ichika		293
fukae_(kancolle)	福江	福江	Fukae		495
fukiyose_seiri	吹寄制理	吹寄制理	Fukiyose Seiri		313
fukube_satoshi	福部里志	福部裏志	Fukube Satoshi		437
fukuji_mihoko	福路美穗子	福路美穂子	Fukuji Mihoko		667
fukuyama_mai	福山舞	福山舞	Fukuyama Mai		735
fumizuki_(azur_lane)	橗	文月(アズールレーン)	Fumizuki	碧蓝航线	309
fumizuki_(kancolle)	文月（舰队Collection）	文月（舰队Collection）	Fumizuki		1294
funada_ui	船田初	船田初	Funada Ui		413
fungi_(genshin_impact)	蕈兽	キノコン	Fungi	原神	664
funny_valentine	法尼·瓦伦泰	ヴァレンタイン大統領	Funny Valentine		476
fura_kanato	风乐奏斗	ふうらーと	Fura Kanato		388
furina_(genshin_impact)	芙宁娜	フリーナ	Furina	原神	13904
furret	大尾立	オオタチ	Furret		1450
furude_rika	古手梨花	古手梨花	Furude Rika		4563
furukawa_nagisa	古河渚	古河渚	Furukawa Nagisa		1774
furutaka_(kancolle)	古鹰（舰队Collection）	古鷹（舰队Collection）	Furutaka		1795
furutaka_kai_ni_(kancolle)	古鹰改二	古鷹改二	Furutaka Kai Ni		448
fusaichi_pandora_(umamusume)	房一潘多拉	フサイチパンドラ(ウマ娘)	Fusaichi Pandora	闪耀!优俊少女	445
fushiguro_toji	伏黑甚尔	伏黒甚爾	Fushiguro Toji		1278
fushimi_gaku	伏见学	伏見ガク	Fushimi Gaku		529
fusou_(azur_lane)	扶桑（碧蓝航线）	扶桑(アズールレーン)	Fusou	碧蓝航线	303
fusou_(kancolle)	扶桑（舰队Collection）	扶桑	Fusou		3157
futaba_mikana	二叶好奏	二葉好奏	Futaba Mikana		796
futaba_sana	二叶莎奈	二葉さな	Futaba Sana		765
futagawa_fumi	二川二水	二川二水	Futagawa Fumi		334
futaki_kanata	二木佳奈多	二木佳奈多	Futaki Kanata		575
futami_ami	双海亚美	ふたみあみ	Futami Ami		2604
futami_eriko	二见瑛理子	二見瑛理子	Futami Eriko		336
futatsuiwa_mamizou	二岩猯藏	二ッ岩マミゾウ	Futatsuiwa Mamizou		5800
fuuka_(blue_archive)	爱清风华	愛清フウカ	Fuuka	碧蓝档案	1705
fuuma_kotarou_(fate)	风魔小太郎(Fate)	風魔小太郎(Fate)	Fuuma Kotarou		364
fuura_kafuka	风浦可符香	風浦可符香	Fuura Kafuka		652
fuwa_minato	不破凑	絵スコート	Fuwa Minato		777
fuwawa_abyssgard	软软·阿比斯加德	フワワ・アビスガード	Fuwawa Abyssgard		6243
fuwawa_abyssgard_(1st_costume)	芙娃娃	フワワ・アビスガード(通常)	Fuwawa Abyssgard		2254
fuyou_kaede	芙蓉枫	芙蓉楓	Fuyou Kaede		327
g36_(girls'_frontline)	桑朵莱希（少女前线）	G36(ドールズフロントライン)	G36	少女前线	1221
g41_(girls'_frontline)	G41(少女前线)	G41(ドールズフロントライン)	G41	少女前线	864
gaara_(naruto)	我爱罗	ガアラ	Gaara		393
gabumon	加布兽	ガブモン	Gabumon		437
gallade	艾路雷德	エルレイド	Gallade		1853
gallagher_(honkai:_star_rail)	加拉赫	ギャラガー	Gallagher	崩坏:星穹铁道	449
galo_thymos	加洛·提莫斯	ガロ・ティモス	Galo Thymos		1250
gambier_bay_(kancolle)	甘比尔湾	ガンビア・ベイ	Gambier Bay		2383
gaming_(genshin_impact)	叶嘉明	嘉明	Gaming	原神	413
ganaha_hibiki	我那霸响	我那覇響	Ganaha Hibiki		4739
gangut_(kancolle)	甘古特（舰队Collection）	ガングート	Gangut		2063
ganondorf	加农多夫	ガノンドロフ	Ganondorf		1538
ganyu_(genshin_impact)	甘雨	甘雨	Ganyu	原神	20192
ganyu_(twilight_blossom)_(genshin_impact)	甘雨（玄玉瑶芳）	甘雨(玄玉瑤芳)	Ganyu (twilight Blossom)	原神	525
garchomp	烈咬陆鲨	ガブリアス	Garchomp		1955
gardevoir	沙奈朵	サーナイト	Gardevoir		17748
gasai_yuno	我妻由乃	我妻由乃	Gasai Yuno		804
gascogne_(azur_lane)	加斯科涅	ガスコーニュ	Gascogne	碧蓝航线	362
gastly	鬼斯	ゴース	Gastly		1323
gavial_(arknights)	嘉维尔	ガヴィル(アークナイツ)	Gavial	明日方舟	984
gavial_the_invincible_(arknights)	百炼嘉维尔	百錬ガヴィル	Gavial The Invincible	明日方舟	349
gawr_gura	噶呜·古拉	がうる・ぐら	Gawr Gura		16426
gawr_gura_(1st_costume)	噶呜·古拉（初始服装）	がうる・ぐら(通常)	Gawr Gura		7606
general_student_council_president_(blue_archive)	联邦学生会长	連邦学生会長	General Student Council President	碧蓝档案	428
gengetsu_(touhou)	幻月	幻月（東方プロジェクト）	Gengetsu	东方Project	792
genji_(overwatch)	源氏	ゲンジ（オーバーウォッチ2）	Genji	守望先锋2	804
genjii_(touhou)	玄爷	玄爺	Genjii	东方Project	284
genos	杰诺斯	ジェノス	Genos		645
gentildonna_(umamusume)	贵妇人	ジェンティルドンナ（ウマ娘プリティーダービー）	Gentildonna	闪耀!优俊少女	3976
gepard_landau	杰帕德	ジェパード	Gepard Landau		415
gertrud_barkhorn	格特鲁德·巴克霍恩	ゲルトルート・バルクホルン	Gertrud Barkhorn		2655
geto_suguru	夏油杰	夏油傑	Geto Suguru		2846
geto_suguru_(kenjaku)	夏油杰（kenjaku）	夏油傑（kenjaku）	Geto Suguru		368
ghiaccio	加丘	ギアッチョ	Ghiaccio		514
ghost_(modern_warfare_2)	幽灵（modern warfare 2）	ゴースト(CoD:MWシリーズ)	Ghost		1283
gilberta_(arknights)	洁尔佩塔	ギルベルタ	Gilberta	明日方舟	1561
gilgamesh_(caster)_(fate)	吉尔伽美什（Caster）	ギルガメッシュ(キャスター)	Gilgamesh (caster)		1359
gilgamesh_(fate)	吉尔伽美什	ギルガメッシュ	Gilgamesh		8352
gilles_de_rais_(caster)_(fate)	吉尔·德·雷（Caster）	ジル・ド・レエ	Gilles De Rais (caster)		1365
gilles_de_rais_(fate)	吉尔·德·莱斯				1475
giorno_giovanna	乔鲁诺·乔巴纳	茸茸	Giorno Giovanna		4396
giratina	骑拉帝纳	ギラティナ	Giratina		1176
girl_holding_a_cat_(kancolle)	初代	初代	Girl Holding A Cat		475
glaceon	冰精灵	グレイシア	Glaceon		3520
gladiia_(arknights)	歌蕾蒂娅	歌蕾蒂婭	Gladiia	明日方舟	1076
gladion_(pokemon)	格拉吉欧	グラジオ	Gladion	宝可梦	1847
glaucus_(arknights)	格劳克斯	グラウコス	Glaucus	明日方舟	393
gloria_(pokemon)	小优（宝可梦）	ユウリ	Gloria	宝可梦	6795
gm_(mobile_suit)	(凸)	ジムの日	Gm		406
goblin_slayer	哥布林杀手	ゴブリンスレイヤー	Goblin Slayer		392
gogeta	悟吉塔	ゴジータ	Gogeta		1441
gojo_satoru	五条悟	五夏	Gojo Satoru		5805
gojou_wakana	五条新菜	五条新菜	Gojou Wakana		852
gokotai	五虎退	五虎退	Gokotai		774
gokou_ruri	五更瑠璃	五更瑠璃	Gokou Ruri		3595
goku_black	黑悟空	悟空ブラック	Goku Black		483
gokuhara_gonta	狱原昆太	獄原ゴン太	Gokuhara Gonta		1080
gol_d._roger	哥尔·D·罗杰	ゴール・D・ロジャー	Gol D. Roger		513
gold_city_(umamusume)	黄金城市	ゴールドシチー	Gold City	闪耀!优俊少女	1746
gold_experience	黄金体验	ゴールド・エクスペリエンス	Gold Experience		371
gold_ship_(red_strife)_(umamusume)	黄金船（red strife）	レッドストライフ	Gold Ship (red Strife)	闪耀!优俊少女	3105
gold_ship_(umamusume)	黄金船	ゴールドシップ	Gold Ship	闪耀!优俊少女	10595
goldenglow_(arknights)	澄闪	ゴールデングロウ	Goldenglow	明日方舟	2605
gon_freecss	小杰	ゴン=フリークス	Gon Freecss		1709
goomy	黏黏宝	ヌメラ	Goomy		1240
gorgon_(fate)	戈尔贡	ゴルゴーン	Gorgon		524
gorou_(genshin_impact)	戎犬锵锵	戎犬鏘鏘	Gorou	原神	1461
gotland_(kancolle)	哥特兰（舰队Collection）	ゴトランド	Gotland		2434
gotoh_hitori	后藤一里	後藤ひとり	Gotoh Hitori		17957
gouden_leeuw_(azur_lane)	金狮	ハウデン・リーウ	Gouden Leeuw	碧蓝航线	294
gouenji_shuuya	豪炎寺修也	豪炎寺修也	Gouenji Shuuya		388
grace_ashcroft	格蕾丝·阿什克罗夫特	グレース・アッシュクロフト	Grace Ashcroft		665
graf_zeppelin_(azur_lane)	齐柏林伯爵（碧蓝航线）	グラーフ・ツェッペリン（アズールレーン）	Graf Zeppelin	碧蓝航线	1011
graf_zeppelin_(kancolle)	齐柏林伯爵（舰队Collection）	グラーフ・ツェッペリン（舰队Collection）	Graf Zeppelin		4190
