tag	current_zh	ja	en	post_count
6-nen_6-gumi_inbou_sensei_(synthesizer_v)	6年6组 阴谋先生	6年6組 陰謀先生	6-nen 6-gumi Inbou Sensei (synthesizer V)	1
7-kakan_gentei_kanojo	7日间限定彼女	7日間限定彼女	7-kakan Gentei Kanojo	5
727_banchi	727番地	727番地	727 Banchi	1
7th_dragon_(series)	第七龙神	セブンスドラゴン	7th Dragon (series)	1511
86_-eightysix-	86-不存在的战区-	エイティシックス	86 -Eighty-Six-	962
a-1_pictures	株式会社A-1Pictures	株式会社A-1Pictures	A-1 Pictures	30
a-soul	A手	A手	ASOUL	255
a_better_tomorrow	英雄本色	男たちの挽歌	A Better Tomorrow	21
a_deer_of_nine_colors	九色鹿	九色鹿	A Deer Of Nine Colors	168
a_dream_of_splendor	梦华录	夢華録	A Dream of Splendor	1
a_girl_adrift	漂流少女	漂流少女	A Girl Adrift	3
a_order	A联合	A連合	A Order	1
a_shuai_on_line	阿衰online	阿衰online	A Shuai On Line	5
a_starless_clan	无星之族	無星之族	A Starless Clan	9
a_summer's_end:_hong_kong_1986	夏天的一天 — 香港 1986	夏天的一天 — 香港 1986	A Summer's End: Hong Kong 1986	67
a_tale_of_two_sisters	箪笥	箪笥	A Tale Of Two Sisters	3
a_vision_of_shadows	暗影幻象	影幻象	A Vision of Shadows	26
abashiri_bangaichi	网走番外地	網走番外地	Abashiri Bangaichi	1
abyss_horizon	深渊地平线	アビス・ホライズン	Abyss Horizon	17
acca_13-ku_kansatsu-ka	ACCA13区监察课	ACCA13区監察課	Acca 13-ku Kansatsu-ka	49
ace_attorney	逆转裁判	逆転裁判	Ace Attorney	9011
ace_attorney_investigations	逆转检事	逆転検事	Ace Attorney Investigations	793
ace_attorney_investigations:_miles_edgeworth	逆转检事	逆転検事	Ace Attorney Investigations: Miles Edgeworth	178
ace_attorney_investigations_2:_prosecutor's_gambit	逆转检事2	逆転検事2	Ace Attorney Investigations 2: Prosecutor's Gambit	373
ace_combat	皇牌空战	エースコンバット	Ace Combat	921
ace_force	王牌战士	王牌戦士	Ace Force	2
ace_virgin	皇牌机娘	ソラヒメ~ACE_VIRGIN~	Ace Virgin	25
acfun	A站	A站	Acfun	140
adabana_itan	徒花异谭	徒花異譚	Adabana Itan	6
aden_(game)	亚电	亜電	Aden (game)	14
adventure_time	探险活宝	アドベンチャー・タイム	AdventureTime	2544
adventures_in_inferno	东方奇界泉	東方奇界泉	Adventures In Inferno	2
aesthetic_sense	审美眼	審美眼	Aesthetic Sense	1
aether_gazer	深空之眼	エーテルゲイザー	Aether Gazer	669
af_bunko	AF文库	AF文庫	Af Bunko	11
affinity_line	巡回列车	巡迴列車	Affinity Line	14
afk_arena	剑与远征	AFKアリーナ	AFK Arena	170
after_becoming_the_tyrant	成为暴君之后	成為暴君之後	After Becoming The Tyrant	1
after_school_lessons_for_unripe_apples	世纪末青苹果补习班	初恋補習班	After School Lessons For Unripe Apples	62
against_the_gods	逆天邪神	逆天邪神	Against The Gods	11
ai_kotoba_(vocaloid)	爱言叶	愛言葉	Ai Kotoba (vocaloid)	37
ai_kotoba_ii_(vocaloid)	爱言叶II	愛言葉II	Ai Kotoba II	24
ai_kotoba_iii_(vocaloid)	爱言叶III	愛言葉III	Ai Kotoba Iii (vocaloid)	67
ai_kotoba_iv_(vocaloid)	爱言叶IV	愛言葉IV	Ai Kotoba Iv (vocaloid)	44
ai_kotoba_v_(vocaloid)	爱言叶V	愛言葉V	Ai Kotoba V	16
ai_limit	无限机兵	無限機兵	AI-LIMIT	50
ai_think_so_(vocaloid)	爱_think_so,	愛_think_so,	AI Think So	2
ai_wana_hachi	爱罠蜂	愛罠蜂	Ai Wana Hachi	5
ai_zokusei_(vocaloid)	爱属性	愛属性	Ai Zokusei (Vocaloid)	15
aibiki_daigaku_seikatsu-hen	逢引大学生活编	逢引大学生活編	Aibiki Daigaku Seikatsu-hen	4
aibou_(tv_series)	相棒	相棒	Aibou	27
aibyou_sekai	爱病世界	愛病世界	Aibyou Sekai	15
aige_messiah	哀歌弥赛亚	哀歌弥賽亜	Aige Messiah	1
aikatsu!	偶像活动！	アイカツ!	Aikatsu!	6366
aikatsu!_(series)	偶像活动	アイカツ!	Aikatsu!	9018
aikatsu_stars!	偶像活动!STARS!	アイカツスターズ!	aikatsustars	1512
aiseki_shokudou	相席食堂	相席食堂	Aiseki Shokudou	1
aisetsubutsu_(utau)	爱泄物	愛泄物	Aisetsubutsu (Utau)	1
ajin_(sakurai_gamon)	亚人	亜人	Ajin (sakurai Gamon)	145
ajisai_soukei-zu	紫阳花双鸡图	紫陽花双鶏図	Ajisai Soukei-zu	1
ajisen_ramen	味千拉面	味千ラーメン	Ajisen Ramen	3
aka_(nekoneko_soft)	朱	朱-Aka-	Aka (nekoneko Soft)	15
akaboshi_ibun_suikoden	异闻水浒传	異聞水滸伝	Akaboshi Ibun Suikoden	2
akadou_suzunosuke	赤胴铃之助	赤胴鈴之助	Akadou Suzunosuke	3
akage_(vocaloid)	赤毛	赤毛	Akage (vocaloid)	46
akahitoha_(vocaloid)	红一叶	紅一葉	Akahitoha	9
akame_ga_kill!	斩！赤红之瞳	アカメが斬る!	Akame ga Kill!	1277
akane_gokoro	茜心	茜心	Akane Gokoro	13
akanebane	赤音羽	赤音羽	Akanebane	3
akashi_school_uniform_company	明石被服兴业	明石被服興業	Akashi School Uniform Company	5
akatsuki_no_amaneka_to_aoi_kyojin	发明工坊3苍之巨神	暁のアマネカと蒼い巨神	Akatsuki No Amaneka To Aoi Kyojin	37
akatsuki_records	晓Records	暁Records	Akatsuki Records	292
akb49_ren'ai_kinshi_jourei	AKB49〜恋爱禁止条例〜	AKB49〜恋愛禁止条例〜	AKB49	10
akiba_maid_sensou	秋叶原冥途战争	アキバ冥途戦争	Akiba Maid War	177
akiiro_ouka	秋色讴华	秋色謳華	Akiiro Ouka	13
akiiro_renka	秋色恋华	秋色恋華	Akiiro Renka	112
akucat_project	恶猫计划	悪猫計画	Akucat Project	6
akudaikan	恶代官	悪代官	Akudaikan	1
akuemon	恶右卫门	悪右衛門	Akuemon	2
akuyaku_reijou_koukyuu_monogatari	恶役令娘后宫物语	悪役令嬢後宮物語	Akuyaku Reijou Koukyuu Monogatari	3
akuyaku_reijou_tensei_ojisan	大叔转生恶役大小姐	悪役令嬢転生おじさん	Akuyaku Reijou Tensei Ojisan	131
albatross_koukairoku	信天翁航海录	信天翁航海録	Albatross Koukairoku	19
albireo_(game)	梦间集天鹅座	夢間集天鵝座	Albireo (game)	3
alchemy_stars	白夜极光	白夜極光	Alchemy Stars	2269
alice's_adventures_in_wonderland	爱丽丝梦游仙境	不思議の国のアリス	Alice's Adventures in Wonderland	5028
alice_in_reitouko_(vocaloid)	Alice_in_冷冻库	Alice_in_冷凍庫	Alice In Reitouko	10
alice_in_wonderland_(disney)	爱丽丝梦游仙境（迪士尼）	ふしぎの国のアリス(ディズニー)	Alice In Wonderland	224
alice_saga	勇者传	勇者伝	Alice Saga	1
alien_stage	异形舞台	異形舞台	ALIENSTAGE	15684
all_about_my_best_friend	好友的私生活	절친의_모든_것	All_About_My_Best_Friend	19
all_nippon_airways	全日本空输	全日本空輸	All Nippon Airways	72
all_quiet_on_the_western_front	西线无战事	西部戦線異状なし	All Quiet on the Western Front	6
all_saints_street	万圣街	万聖街	All Saints Street	337
allerleirauh	千匹皮	千匹皮	Allerleirauh	5
allfiring	火环	火環	Allfiring	1
alliance_of_valiant_arms	战地之王	戦地之王	Alliance of Valiant Arms	3
alternative_facts_in_eastern_utopia	东方文果真报	東方文果真報	Alternative Facts In Eastern Utopia	109
ama_mo_yo_(tuyu)	雨模样	雨模様	Ama Mo Yo (Tuyu)	4
ama_ten_(vocaloid)	「甘天」	「甘天」	Ama Ten	2
amado_mujeogbulpae	据说天下无敌	拠説天下無敵	Perhaps Invincible	1
amaetai_hi_wa_soba_ni_ite	我想待在你身边撒娇的日子	甘えたい日はそばにいて。	Amaetai Hi Wa Soba Ni Ite	32
amagi_brilliant_park	甘城光辉游乐园	甘城ブリリアントパーク	Amagi Brilliant Park	1964
amakano	甜蜜女友	アマカノ	Amakano	119
amakano_2	甜蜜女友2	アマカノ2	Amakano 2	426
amakano_3	甜蜜女友3	アマカノ3	Amakano 3	143
amakano_~second_season~	甜蜜女友_~Second_Season~	アマカノ~Second_Season~	Amakano ~second Season~	172
amanda_the_adventurer	爱冒险的阿曼达	愛冒険的阿曼達	Amanda the Adventurer	12
amatoridou	天鸟堂	天鳥堂	Amatoridou	1
amatsuki_mahjong	天月麻雀	天月麻雀	Amatsuki Mahjong	10
amazing_night	喜人奇妙夜	喜人奇妙夜	Amazing Night	8
ambience_synesthesia	音律联觉	音律聯覚	Ambience Synesthesia	4181
ame_koi	雨恋	雨恋	Ame Koi	6
ameiro_(love_live!)	饴色	飴色	Ameiro (love Live!)	9
american_dad!	美国老爹	アメリカン・ダッド	American Dad!	117
american_mcgee's_alice	爱丽丝梦游魔境	アリスインナイトメア	American Mcgee's Alice	512
american_psycho	美国精神病人	アメリカン・サイコ	American Psycho	168
among_us	太空狼人杀	アマングアス	Among Us	2073
amphibia	蛙！小安的奇妙大冒险	アンフィビア	Amphibia	817
ana's_farm	安娜的农场	安娜的農場	Ana's Farm	1
ananta	无限大	無限大	Project Mugen	71
anchor_panic	锚点降临	アンカーパニック	Anchor Panic	14
ancient_girl's_frame	斗神姬	闘神機 ジーズフレーム	Ancient Girl's Frame	6
andersen's_fairy_tales	安徒生童话	アンデルセン童話	Andersen's Fairy Tales	363
ane_dvd	姉DVD	姉DVD	Ane Dvd	5
ane_taiken_jogakuryou	姉体验女学寮	姉体験女学寮	Ane Taiken Jogakuryou	13
ane_taiken_shuukan	姉体验周间	姉体験週間	Ane Taiken Shuukan	28
anejiru	姉汁	姉汁	Anejiru	38
angel_beats!	天使的心跳	エンジェルビーツ!	Angel Beats!	6784
angel_chromosome_xx	使徒XX	使徒XX	Angel Chromosome XX	127
angel_club	ANGEL倶乐部	ANGEL倶楽部	Angel Club	43
angel_sanctuary	天使禁猎区	天使禁猟区	Angel Sanctuary	69
angelic_layer	天使领域	エンジェリックレイヤー	Angelic Layer	132
ani_ni_tsukeru_kusuri_wa_nai	快把我哥带走	兄に付ける薬はない!	How to Treat Sempai	6
animal_crossing	集合啦！动物森友会	あつまれどうぶつの森	Animal Crossing	6718
animal_farm	动物农场	動物農場	Animal Farm	5
animistic	万灵启源	万霊啓源	Animistic	18
anjou_shojun_(vocaloid)	安常处顺	安常処順	Anjou Shojun (vocaloid)	3
ankoku_shinwa	暗黑神话	暗黒神話	Ankoku Shinwa	2
anlian_ju_sheng_huainan	暗恋橘生淮南	暗恋橘生淮南	Anlian Ju Sheng Huainan	1
ano_hi_mita_hana_no_namae_wo_bokutachi_wa_mada_shiranai.	我们仍未知道那天所看见的花的名字	あの日見た花の名前を僕達はまだ知らない。	Ano Hi Mita Hana No Namae Wo Bokutachi Wa Mada Shiranai	2183
another_eden	另一个伊甸：超越时空的猫	アナザーエデン	Another Eden	743
another_world_(g-crazy)	穴座恶奴	穴座悪奴	Another World (g-crazy)	1
ansatsu_kyoushitsu	暗杀教室	暗殺教室	Ansatsu Kyoushitsu	893
antinomy_of_common_flowers	凭依华	東方憑依華	Antinomy of Common Flowers	381
ao_la_xing	奥拉星	奥拉星	Ao La Xing	21
ao_no_kiseki	碧之轨迹	碧の軌跡	Ao No Kiseki	1215
ao_oni	青鬼	青鬼	Ao Oni	119
aoharu_tetsudou	青春铁道	青春鉄道	Aoharu Tetsudou	2
aoharu_x_kikanjuu	青春×机关铳	青春×機関銃	Aoharu X Kikanjuu	4
aoi_ch.	富士葵	富士葵	Aoi Ch.	163
aoiro_enogu_(vocaloid)	青色绘具	青色絵具	Aoiro Enogu (vocaloid)	1
aoki_hagane_no_arpeggio	苍蓝钢铁的琶音	蒼き鋼のアルペジオ	Arpeggio of Blue Steel	1923
aokishi_(kadokawa)	青骑士	青騎士	Aokishi (kadokawa)	7
aotu_world	凹凸世界	凹凸世界	AOTU World	1955
aozora_jumping_heart	青空Jumping Heart	青空Jumping Heart	Aozora Jumping Heart	136
aozora_shoujotai	青空少女队	青空少女隊	801 T.T.S. Airbats	28
apex_girls	热战少女	熱戦少女	Apex Girls	2
apex_legends	Apex英雄	エーペックスレジェンズ	Apex Legends	7361
apollo_justice:_ace_attorney	逆转裁判4	逆転裁判4	Apollo Justice: Ace Attorney	1189
appare-ranman!	天晴烂漫！	天晴爛漫!	Appare-Ranman!	36
apple_inc.	苹果公司		Apple Inc.	1191
arabian_nights	一千零一夜	千夜一夜物語	Arabian Nights	41
arahito_gishin	现人拟神	現人擬神	Arahito Gishin	14
arakawa_under_the_bridge	荒川爆笑团	荒川アンダーザブリッジ	Arakawa Under the Bridge	229
aramitama	荒御灵	荒御霊	Aramitama	8
arc_the_lad	阿克传说	アークザラッド	Arc The Lad	1007
arcaea	韵律源点	アーケア	Arcaea	2253
arcana_famiglia	魔力家族	アルカナ・ファミリア	Arcana Famiglia	45
arcane:_league_of_legends	双城之战	アーケイン	Arcane	3642
are_you_ok	有药	有薬	Are You Ok	1
area-zero	领域ZERO	領域ZERO	Area ZERO	1
arena_breakout	暗区突围	アリーナブレイクアウト	Arena Breakout	31
arena_of_valor	传说对决	伝説対決	Arena Of Valor	151
aria_(manga)	水星领航员	アリア	Aria	2849
ariel_(novel)	ARIEL(小说)	ARIEL(小説)	Ariel	66
arifureta_shokugyou_de_sekai_saikyou	平凡职业成就世界最强	ありふれた職業で世界最強	Arifureta: From Common Job Class to the Strongest in the World	278
ark_order	方舟指令	アークオーダー	Ark Order	1416
ark_re:code	星陨计划	アークレコード	Ark Re:Code	72
arknights	明日方舟	アークナイツ	Arknights	228558
arknights:_endfield	明日方舟：终末地	アークナイツ:エンドフィールド	Arknights:Endfield	17286
armor_blitz	装甲闪电战	アーマーブリッツ	Armor Blitz	10
armor_hero_(series)	铠甲勇士	铠甲勇士	Armor Hero Series	1
armored_cavalry:_metalline	装甲战线	装甲戦線	Armored Cavalry: Metalline	5
armored_core	装甲核心	アーマード・コア	Armored Core	1839
armored_core_vi:_fires_of_rubicon	装甲核心6:境界天火	アーマードコアVI	Armored Core VI	1120
arrival_(movie)	异星入境	メッセージ(2016)	Arrival (movie)	4
artery_gear	机动战姬	機動戦姫	Artery Gear	284
artery_gear:_fusion	机动战姬：聚变	アーテリーギア	Artery Gear: Fusion	249
arthurian_legend	亚瑟王传说	アーサー王伝説	Arthurian Legend	91
artificial_utopia_in_ruins	灵长新益京	霊長新益京	Artificial Utopia In Ruins	56
aru_sekai_shoushitsu_(vocaloid)	或世界消失	或世界消失	Aru Sekai Shoushitsu	2
asa-chang_&_junray	ASA-CHANG&巡礼	ASA-CHANG&巡礼	Asa-chang & Junray	1
asahi_shinbun	朝日新闻	朝日新聞	Asahi Shinbun	2
asame_shinbun	朝目新闻	朝目新聞	Asame Shinbun	33
ash_arms	灰烬战线	アッシュアームズ	Ash Arms	607
ash_echoes	白荆回廊	アッシュエコーズ-白荊回廊-	Ash Echoes	50
ash_tale-kaze_no_tairiku-	风之大陆	AshTale-風の大陸-	Ash Tale-Kaze No Tairiku-	5
ashes_of_love	香蜜沉沉烬如霜	霜花の姫~香蜜が咲かせし愛~	Ashes of Love	2
ashiya_yon_shimai_monogatari	芦屋四姉妹物语	芦屋四姉妹物語	Ashiya Yon Shimai Monogatari	3
aspida_story	浮岛物语	浮島物語	Aspida Story	5
assassin's_creed_(series)	刺客信条	アサシンクリード	Assassin's Creed	1399
assault_lily	突击莉莉	アサルトリリィ	Assault Lily	13166
astelight_jourantan	星继驿扰乱谭	星継駅擾乱譚	Astelight Jourantan	2
astlibra_revision	神之天平	神之天平	ASTLIBRA	54
astrae_oratio	阿索拉：星之祈愿	アストラエ・オラティオ	AstraeOratio	328
astral_party	星引擎 Party	アストラルパーティー	Astral Party	334
astral_realm	星界神话	星界神話	Astral Realm	13
astro_note	星际庄的恋爱日记	アストロノオト	Astro Note	12
asus	华硕	華碩	ASUS	63
atarayo_hanabi	可惜夜花火	可惜夜花火	Atarayo Hanabi	63
atelier_(series)	莱莎的炼金工房（系列）	アトリエシリーズ	Atelier	10904
atelier_ayesha	爱夏的炼金工房	アーシャのアトリエ	Atelier Ayesha	327
atelier_meruru	梅露露的炼金工房	メルルのアトリエ	Atelier Meruru	534
atelier_ryza	莱莎的炼金工房	ライザのアトリエ	Atelier Ryza	5172
atelier_ryza_1	莱莎的炼金工房 常暗女王与秘密藏身处	ライザのアトリエ 常暗の女王と秘密の隠れ家	Atelier Ryza: The Queen of Eternal Darkness and the Secret Hideout	2964
atelier_ryza_2	莱莎的炼金工房2:失落的传说与秘密妖精	ライザのアトリエ2	Atelier Ryza 2	1110
atelier_ryza_3	莱莎的炼金工房3:终结之炼金术士与秘密钥匙	ライザのアトリエ3 終わりの錬金術士と秘密の鍵	Atelier Ryza 3	672
atelier_yumia	优米雅的炼金工房：追忆之炼金术士与幻创之地	ユミアのアトリエ	Atelier Yumia	484
aura_kingdom	幻想神域	幻想神域	Aura Kingdom	67
auroralivevr	极光社	極光社	Auroralivevr	21
avatar:_the_last_airbender	降世神通：最后的气宗	アバター伝説の少年アン	Avatar: The Last Airbender	2050
avatar_legends	降世神通	降世神通	Avatar Legends	4243
avengers_(series)	复仇者联盟	アベンジャーズ	Avengers (series)	2305
awajima_hyakkei	淡岛百景	淡島百景	Awajima Hyakkei	3
axis_powers_hetalia	黑塔利亚	ヘタリア	Hetalia	10409
ayakashi:_japanese_classic_horror	怪~ayakashi~	怪~ayakashi~	Ayakashi: Japanese Classic Horror	14
ayakashi_banashi	妖话	妖話	Ayakashi Banashi	17
ayakashi_no_maki	妖卷	妖巻	Ayakashi No Maki	3
ayako_(manga)	奇子	奇子	Ayako	7
ayame-mura_kitan	文目村奇谭	文目村奇譚	Ayame-mura Kitan	10
ayanami_raising_project	绫波育成计划	綾波育成計画	Ayanami Raising Project	29
azitamateishoku	味玉定食	味玉定食	AZITAMATEISHOKU	2
azumanga_daioh	笑园漫画大王	あずまんが大王	Azumanga Daioh	3437
azur_lane	碧蓝航线	アズールレーン	Azur Lane	157020
azur_lane:_slow_ahead	碧蓝航线：微速前进！	びそくぜんしんっ!	Azur Lane: Slow Ahead	1414
azur_promilia	蓝色星原旅谣	アズールプロミリア	Azur Promilia	153
b-daman_bakugaiden	爆外传	爆外伝	B-daman Bakugaiden	17
b-gata_h-kei	B型H系	B型H系	B-gata H-kei	30
b-robo_kabutack	铁甲小宝	ビーロボカブタック	B-Robo Kabutack	13
ba_jian_shi_wan_ci_hou_wo_wudile	拔剑十万次后我无敌了	抜剣十万次後我無敵了	Ba Jian Shi Wan Ci Hou Wo Wudile	1
back_to_the_future	回到未来	バック・トゥ・ザ・フューチャー	Back to the Future	258
backdoorth	背户	背戸	Backdoorth	1
backrooms_(2026_movie)	后室（电影）	後室(電影)	Backrooms (2026 Movie)	105
backrooms_(creepypasta)	后室	後室	The Backrooms	781
bad_taste_(synthesizer_v)	恶趣味	悪趣味	Bad Taste (synthesizer V)	2
bahamut_dianwan_zixun_zhan	巴哈	巴哈姆特電玩資訊站	Bahamut Dianwan Zixun Zhan	7
bai_yang_(lin_qian)	白羊	白羊	Bai Yang (lin Qian)	1
bai_ye_zhui_xiong	白夜追凶	白夜追兇	Bai Ye Zhui Xiong	1
bai_zhe_zhi_ming	白泽之名	白沢之名	Bai Zhe Zhi Ming	2
baishe:_yuanqi	白蛇：缘起	白蛇:縁起	Baishe: Yuanqi	11
baka_to_test_to_shoukanjuu	笨蛋测验召唤兽	バカとテストと召喚獣	Baka To Test To Shoukanjuu	889
bakegyamon	妖逆门	妖逆門	Bakegyamon	13
bakemonogatari	化物语	化物語	Bakemonogatari	8466
baku_(cevio)	缚	縛	Baku (cevio)	2
bakuage_sentai_boonboomger	爆上战队奔奔者	爆上戦隊ブンブンジャー	Bakuage Sentai Boonboomger	92
bakugan	爆丸	爆丸	Bakugan	175
bakumatsu_rock	幕末Rock	幕末Rock	Bakumatsu Rock	12
bakumatsu_shishi_channel	幕末志士	幕末志士	Bakumatsu Shishi Channel	35
bakunyuu_inran_katei_kyoushi	爆乳淫乱家庭教师	爆乳淫乱家庭教師	Bakunyuu Inran Katei Kyoushi	3
bakuretsu_tenshi	爆裂天使	爆裂天使	Bakuretsu Tenshi	156
bakushou!!_jinsei_gekijou	爆笑！！人生剧场	爆笑!!人生劇場	Bakushou!! Jinsei Gekijou	3
bakushou_(song)	爆笑	爆笑(syudou)	Bakushou	17
balala_the_fairies	巴啦啦小魔仙	巴啦啦小魔仙	Balala The Fairies	48
baldur's_gate	博德之门	バルダーズ・ゲート	Baldur's Gate	3838
baldur's_gate_3	博德之门3	バルダーズ・ゲート3	Baldur's Gate 3	3798
banchou_gakuen!!	番长学园！！	番長学園!!	Banchou Gakuen!!	1
bang_dream!_girls_band_party!	BanG Dream!少女乐团派对！	バンドリ!_ガールズバンドパーティ!	Bang Dream! Girls Band Party!	14864
bang_dream!_it's_mygo!!!!!	迷途之子！！！！！	バンドリアニメMyGO	BanG_Dream!_It's_MyGO!!!!!	39675
bang_dream!_yumemita	梦限大	夢限大みゅーたいぷ	Bang Dream! Yumemita	953
bangtan_boys	防弹少年团	防弾少年団	BTS	93
banner_of_the_maid	圣女战旗	聖女戦旗	banner of the maid	46
bannou_bunka_nekomusume	万能文化猫娘	万能文化猫娘	Bannou Bunka Nekomusume	61
banquet_of_vesta	维斯塔的餐桌	維斯塔的餐桌	Banquet Of Vesta	5
bans	BANs感想	BANs感想	Bans	100
bansanka	晚餐歌	晩餐歌	Bansanka	4
banshiryuu	幡紫龙	ばんしりゅう	Banshiryuu	41
baoh_raihousha	巴欧来访者	バオー来訪者	Baoh Raihousha	35
baowei_meigui	保卫玫瑰	薔薇守護者	Baowei Meigui	1
bara_to_tsubaki	蔷薇与椿	薔薇と椿	Bara To Tsubaki	46
barbie:_princess_charm_school	芭比之公主学院	バービーのプリンセスの学園	barbieprincesscharmschool	11
barotrauma	潜渊症	潜淵症	Barotrauma	4
bashamichi	马车道	馬車道	Bashamichi	154
batman_(series)	蝙蝠侠	バットマン	BATMAN	6093
battle_angel_alita	铳梦	銃夢	Battle Angel Alita	329
battle_angel_alita:_last_order	铳梦LastOrder	銃夢LastOrder	Battle Angel Alita: Last Order	33
battle_angel_alita:_mars_chronicle	铳梦火星战记	銃夢火星戦記	Battle Angel Alita: Mars Chronicle	10
battle_of_britain_(movie)	空军大战略	空軍大戦略	Battle Of Britain (movie)	2
battle_tendency	战斗潮流	戦闘潮流	Battle Tendency	9943
battleborn	为战而生	バトルボーン	Battleborn	32
battleship_girl	钢铁少女	鋼鉄少女	Battleship Girl	85
bayonetta_(series)	猎天使魔女	ベヨネッタ	Bayonetta	2071
bbc_(broadcaster)	英国放送协会	英国放送協会	Bbc (broadcaster)	19
bcy	半次元	半次元	Bcy	82
becoming_a_god_in_the_zerg_world_by_livestreaming_bl_novels	直播写纯爱文的我在虫族封神	直播写純愛文的我在虫族封神	Becoming A God In The Zerg World By Livestreaming Bl Novels	52
beelzebub-jou_no_okinimesu_mama.	只要贝尓哲大小姐喜欢就好	ベルゼブブ嬢のお気に召すまま。	As Long As Beelzebub Likes It	42
beloved_enemy	针锋对决	針鋒対決	Summit Dueling	2
ben_10	少年骇客	ベン10	Ben 10	1466
beniiro_tenjou_enyou_kitan	红色天井艶妖绮谭	紅色天井艶妖綺譚	Beniiro Tenjou Enyou Kitan	1
berserk	剑风传奇	ベルセルク	Berserk	2838
better_call_saul	风骚律师	ベター・コール・ソウル	Better Call Saul	177
beyond_the_world	世界之外	世界之外	Beyond The World	3
bible_bullet	神代梦华谭	神代夢華譚	Bible Bullet	45
big_city_greens	格林一家进城记	格林一家進城記	Big City Greens	5
big_firebird_toys	大火鸟玩具	大火鳥玩具	Big Firebird Toys	7
bikyaku_seido_kaichou_ai	美脚性奴会长_亚衣	美脚性奴会長_亜衣	Bikyaku Seido Kaichou Ai	15
bilibili	哔哩哔哩	ビリビリ動画	Bilibili	734
binan_koukou_chikyuu_bouei-bu_happy_kiss!	美男高校地球防卫部HAPPYKISS!	美男高校地球防衛部HAPPYKISS!	Binan Koukou Chikyuu Bouei-bu Happy Kiss!	4
binan_koukou_chikyuu_bouei-bu_love!	美男高校地球防卫部LOVE!	美男高校地球防衛部LOVE!	Binan Koukou Chikyuu Bouei-bu Love!	107
binbou_shimai_monogatari	贫乏姉妹物语	貧乏姉妹物語	Binbou Shimai Monogatari	22
binetsu_kuukan	微热空间	微熱空間	Binetsu Kuukan	36
binzume_yousei	瓶诘妖精	瓶詰妖精	Binzume Yousei	83
bird/binary	异鸟代码	異鳥代碼	Bird/Binary	238
bishoujo_(game)	微少女	微少女	Bishoujo (game)	260
bishoujo_mangekyou_(series)	美少女万华镜	美少女万華鏡	Bishoujo Mangekyou	661
bishoujo_mangekyou_ibun:_yuki_onna	美少女万华镜异闻	美少女万華鏡異聞雪おんな	Bishoujo Mangekyou Ibun: Yuki Onna	161
bishoujo_senshi_sailor_moon	美少女战士	美少女戦士セーラームーン	Sailor Moon	19480
