tag	current_zh	ja	en	series	post_count
tanikaze_amane	谷风天音	谷風天音	Tanikaze Amane		486
tanino_gimlet_(umamusume)	谷野美酒	タニノギムレット（ウマ娘プリティーダービー）	Tanino Gimlet	闪耀!优俊少女	1413
tanned_cirno	琪露诺（晒黑）	日焼けチルノ	Tanned Cirno		1068
tanya_degurechaff	谭雅·德格雷查夫	ターニャ・デグレチャフ	Tanya Degurechaff		1428
tap_dance_city_(umamusume)	跳舞城	タップダンスシチー（ウマ娘プリティーダービー）	Tap Dance City	闪耀!优俊少女	418
tar-21_(girls'_frontline)	TAR-21(少女前线)	TAR-21(ドールズフロントライン)	Tar-21	少女前线	356
tarnished_(elden_ring)	褪色者	褪せ人	Tarnished	艾尔登法环	1685
tarou_tachi	太郎太刀	太郎太刀	Tarou Tachi		287
tartaglia_(genshin_impact)	达达利亚	タルタリア	Tartaglia	原神	7430
tashkent_(azur_lane)	塔什干（碧蓝航线）	タシュケント（アズールレーン）	Tashkent	碧蓝航线	769
tashkent_(kancolle)	塔什干（舰队Collection）	タシュケント（舰队Collection）	Tashkent		1837
tatara_kogasa	多多良小伞	多々良小傘	Tatara Kogasa		18679
tatebayashi_sakurako	馆林樱子	館林桜子	Tatebayashi Sakurako		519
tatsumaki	战栗的龙卷	戦慄のタツマキ	Tatsumaki		4960
tatsumi_koutarou	巽幸太郎	巽幸太郎	Tatsumi Koutarou		306
tatsunami_shion	立浪紫苑	立浪シオン	Tatsunami Shion		554
tatsuta_(kancolle)	龙田	龍田	Tatsuta		5674
tatsuta_kai_ni_(kancolle)	龙田改二	竜田改二	Tatsuta Kai Ni		394
tayama_(super_no_ura_de_yani_suu_futari)	田山	田山さん	Tayama		281
team_spica's_trainer	冲野T	沖野T	Team Spica's Trainer		305
technoblade	科技刀	科技刀	Technoblade		443
tedeza_rize	天天座理世	天々座理世	Tedeza Rize		2334
teireida_mai	丁礼田舞	丁礼田舞	Teireida Mai		1894
temari_(naruto)	手鞠	奈良テマリ	Temari		824
ten'ou_haruka	天王遥	天王はるか	Ten'ou Haruka		1220
tendo_teru	天道辉	天道輝	Tendo Teru		292
tendou_akane	天道茜	天道あかね	Tendou Akane		5348
tenjou_utena	天上欧蒂娜	天上ウテナ	Tenjou Utena		1169
tenkajin_chiyari	天火人千枪	天火人ちやり	Tenkajin Chiyari		990
tenkubashi_tomoka	天空桥朋花	天空橋朋花	Tenkubashi Tomoka		617
tenma_saki	天马咲希	天馬咲希	Tenma Saki		1688
tenma_tsukasa	天马司	天馬司	Tenma Tsukasa		2599
tenochtitlan_(fate)	特诺奇蒂特兰	トラロック(Fate)	Tenochtitlan		1937
tenryuu_(kancolle)	天龙	天龍	Tenryuu		12005
tenryuu_(swimsuit)_(kancolle)	天龙（水着）	天龍型の白が眩しい方	Tenryuu (swimsuit)		622
tenryuu_kai_ni_(kancolle)	天龙改二	天竜改二	Tenryuu Kai Ni		883
tenshinhan	天津饭	天津飯(ドラゴンボール)	Tenshinhan		305
tenshouin_eichi	天祥院英智	天祥院英智	Tenshouin Eichi		512
tenten_(naruto)	天天	テンテン(NARUTO)	Tenten		595
tepig	暖暖猪	ポカブ	Tepig		1965
terra_branford	蒂娜	ティナ・ブランフォード	Terra Branford		2396
terui_soushichi	照井宗七	照井宗七	Terui Soushichi		324
teruzuki_(kancolle)	照月	照月	Teruzuki		2125
texas_(arknights)	德克萨斯	テキサス(アークナイツ)	Texas	明日方舟	8590
texas_(willpower)_(arknights)	德克萨斯（意志）			明日方舟	1057
tezuka_rin	手冢琳	手塚琳	Tezuka Rin		325
the_dahlia_(honkai:_star_rail)	康士坦丝	「ダリア」コンスタンス	The Dahlia	崩坏:星穹铁道	647
the_herta_(honkai:_star_rail)	大黑塔	マダム・ヘルタ	The Herta	崩坏:星穹铁道	3537
the_silent_(slay_the_spire)	静默猎手	静黙猟手	The Silent	杀戮尖塔	392
the_world_(stand)	砸瓦鲁多	ザ・ワールド	The World		660
thelema_nutriscu	瑟莉姆	セルマ	Thelema Nutriscu		559
theodore_riddle	西奥多里德尔	セオドア・リドル	Theodore Riddle		1596
theresa_(arknights)	特蕾西娅	特蕾西婭	Theresa	明日方舟	1829
theresa_apocalypse	德丽莎·阿波卡利斯	テレサ・アポカリプス	Theresa Apocalypse		2684
thistle_(dungeon_meshi)	希斯尔	シスル	Thistle	迷宫饭	436
thoma_(genshin_impact)	托马	トーマ（原神）	Thoma	原神	1350
thorns_(arknights)	棘刺	棘刺	Thorns	明日方舟	1042
thumpy_(arknights)	珊比	珊比	Thumpy	明日方舟	430
thunder_(girls'_frontline)	雷电（少女前线）	サンダー(ドールズフロントライン)	Thunder	少女前线	401
tiamat_(fate)	提亚马特	ティアマト（Fate）	Tiamat		995
tianzi	蒋丽华	天子(コードギアス)	Tianzi		424
tifa_lockhart	蒂法·洛克哈特	ティファ・ロックハート	Tifa Lockhart		16905
tighnari_(genshin_impact)	提纳里	ティナリ	Tighnari	原神	3000
tiki_(adult)_(fire_emblem)	提基（成年）			火焰纹章	1367
tiki_(fire_emblem)	提基	チキ（ファイアーエムブレム）	Tiki	火焰纹章	2327
tingyun_(harmony)_(honkai:_star_rail)	停云（调和）	停雲(調和)	Tingyun (harmony)	崩坏:星穹铁道	457
tirpitz_(azur_lane)	提尔比茨（碧蓝航线）	ティルピッツ（アズールレーン）	Tirpitz	碧蓝航线	491
tmp_(girls'_frontline)	TMP(少女前线)	TMP(ドールズフロントライン)	Tmp	少女前线	351
tobiichi_origami	鸢一折纸	鳶一折紙	Tobiichi Origami		649
todo_aoi_(jujutsu_kaisen)	东堂葵	東堂葵	Todo Aoi	咒术回战	759
todo_yurika	藤堂尤里卡	藤堂ユリカ	Todo Yurika		949
todoroki_hajime	轰一	轟はじめ	Todoroki Hajime		1726
todoroki_yachiyo	轰八千代	轟八千代	Todoroki Yachiyo		446
toga_himiko	渡我被身子	トガヒミコ	Toga Himiko		3786
togami_byakuya	十神白夜	十神白夜	Togami Byakuya		730
togashi_yuuta	富㭴勇太	富樫勇太	Togashi Yuuta		286
togawa_sakiko	丰川祥子	豊川祥子	Togawa Sakiko		11330
togepi	波克比	トゲピー	Togepi		1127
tohno_shiki_(original)	远野四季	遠野四季	Tohno Shiki	创作	293
tohru_(maidragon)	托尔	トール（maidragon）	Tohru		2251
tojo_kirumi	东条斩美	東条斬美	Tojo Kirumi		1063
tojo_nozomi	东条希	東条希	Tojo Nozomi		7803
tokai_teio_(peak_joy)_(umamusume)	东海帝王（peak joy）	トウカイテイオー（peak joy·ウマ娘プリティーダービー）	Tokai Teio (peak Joy)	闪耀!优俊少女	2112
tokai_teio_(umamusume)	东海帝王	トウカイテイオー（ウマ娘プリティーダービー）	Tokai Teio	闪耀!优俊少女	7123
tokarev_(girls'_frontline)	托卡列夫（少女前线）	トカレフ(少女前線)	Tokarev	少女前线	612
toki_(abi-eshuh)_(blue_archive)	飞鸟马时（阿比舒）	アビ・エシュフ	Toki (abi-eshuh)	碧蓝档案	320
toki_(blue_archive)	飞鸟马时	飛鳥馬トキ	Toki	碧蓝档案	12085
toki_(bunny)_(blue_archive)	飞鸟马时（兔女郎）	飛鳥馬トキ(バニーガール)	Toki (bunny)	碧蓝档案	5966
toki_(school_uniform)_(blue_archive)	飞鸟马时（校服）	飛鳥馬トキ(制服)	Toki (school Uniform)	碧蓝档案	571
toki_(senran_kagura)	鸨	鴇	Toki	闪乱神乐	320
toki_ayano	土岐绫乃	土岐綾乃	Toki Ayano		387
toki_kureha	土岐红巴	土岐紅巴	Toki Kureha		422
tokido_saya	朱鹭户沙耶	朱鷺戸沙耶	Tokido Saya		471
tokiha_mai	鸨羽舞衣	鴇羽舞衣	Tokiha Mai		546
tokiko_(touhou)	朱鹭子	朱鷺子	Tokiko	东方Project	1613
tokino_sora	时乃空	時乃空	Tokino Sora		2406
tokisaki_asaba_(niliu_chahui)	朱鹭咲浅羽	朱鷺咲浅羽	Tokisaki Asaba		510
tokisaki_kurumi_(spirit)	时崎狂三（灵体）				1668
tokisaki_mio_(niliu_chahui)	朱鹭咲澪	朱鷺咲澪	Tokisaki Mio		905
tokitou_muichirou	时透无一郎	時透無一郎	Tokitou Muichirou		874
tokitsukaze_(kancolle)	时津风	時津風	Tokitsukaze		3311
tokoyami_fumikage	常暗踏阴	常闇踏陰	Tokoyami Fumikage		332
tokoyami_towa	常暗永远	常闇トワ	Tokoyami Towa		9916
tokoyami_towa_(1st_costume)	常暗永远（初始服装）	常闇トワ(通常)	Tokoyami Towa		2155
tokoyami_towa_(jirai_kei)	常暗永远（地雷系）	常闇トワ（地雷系）	Tokoyami Towa		2042
tom_(eddsworld)	托汤	トム	Tom		457
tomimi_(arknights)	特米米	トミミ	Tomimi	明日方舟	1177
tomioka_giyuu	富冈义勇	富岡義勇	Tomioka Giyuu		3982
tomoe_(blue_archive)	佐城巴	佐城トモエ	Tomoe	碧蓝档案	356
tomoe_gozen_(fate)	巴御前（Fate）	巴御前（Fate）	Tomoe Gozen		3039
tomoe_gozen_(swimsuit_saber)_(first_ascension)_(fate)	巴御前（水着）（一次再临）	巴御前(水着)（一次再临）	Tomoe Gozen (swimsuit Saber) (first Ascension)		751
tomoe_hiyori	巴日和	巴日和	Tomoe Hiyori		353
tomoe_hotaru	土萌萤	土萠ほたる	Tomoe Hotaru		1422
tomoe_mami	巴麻美	巴マミ	Tomoe Mami		16847
tomoe_mami_(magical_girl)	巴麻美（魔法少女）				9172
tomoe_rena	朋卫玲奈	朋衛玲奈	Tomoe Rena		856
tomori_nao	友利奈绪	友利奈緒	Tomori Nao		876
tomotake_yoshino	朝武芳乃	朝武芳乃	Tomotake Yoshino		406
tonami_yuma	十波由真	長瀬由真	Tonami Yuma		329
tonbokiri_(touken_ranbu)	蜻蛉切（刀剑乱舞）	蜻蛉切（刀剣乱舞-ONLINE-）	Tonbokiri	刀剑乱舞	490
tone_(kancolle)	利根	利根	Tone		2389
tone_kai_ni_(kancolle)	利根改二	利根改二	Tone Kai Ni		919
tonimura_yui	十二村结	十二村結	Tonimura Yui		687
tono_hanna	远野汉娜	遠野ハンナ	Tono Hanna		1774
tony_tony_chopper	托尼托尼·乔巴	トニートニー・チョッパー	Tony Tony Chopper		2481
toon_link	卡通林克	トゥーンリンク	Toon Link		1530
tooth_fairy_(reverse:1999)	牙仙	トゥースフェアリー	Tooth Fairy	重返未来1999	596
topaz_(honkai:_star_rail)	托帕（崩坏：星穹铁道）	トパーズ（崩壊:スターレイル）	Topaz	崩坏:星穹铁道	2009
toph_beifong	北方拓芙	トフ・ベイフォン	Toph Beifong		934
torchic	火稚鸡	アチャモ	Torchic		1948
tord_(eddsworld)	托德	トード（エッズワールド）	Tord		875
tosa_(azur_lane)	䲠	土佐	Tosa	碧蓝航线	418
tosen_jordan_(umamusume)	东瀛佐敦	トーセンジョーダン（ウマ娘プリティーダービー）	Tosen Jordan	闪耀!优俊少女	1426
totodile	小锯鳄	ワニノコ	Totodile		1696
totsuka_saika	户冢彩加	戸塚彩加	Totsuka Saika		291
toudou_heisuke_(fate)	藤堂平助(Fate)	藤堂平助(Fate)	Toudou Heisuke		342
toudou_naoya	藤堂尚也	ピアスの少年	Toudou Naoya		300
toudou_shimako	藤堂志摩子	藤堂志摩子	Toudou Shimako		977
toudou_shion	东堂诗音	東堂シオン	Toudou Shion		406
tougou_mimori	东乡美森	東郷美森	Tougou Mimori		533
touhoku_kiritan	东北切蒲英	東北きりたん	Touhoku Kiritan		4665
toujou_koneko	塔城小猫	塔城小猫	Toujou Koneko		628
touyama_nao	东山奈央	東山奈央	Touyama Nao		283
touyoko_momoko	东横桃子	東横桃子	Touyoko Momoko		370
towa_(slow_damage)	樱木悠斗	トワ（スロウ・ダメージ）	Towa		281
towa_monaca	塔和最中	モナカ(ダンガンロンパ)	Towa Monaca		310
toyama_daifuku	兔山大福（映画ver.）	兎山大福	Toyama Daifuku		297
toyama_kasumi	户山香澄	戸山香澄	Toyama Kasumi		882
toyama_satoru	兔山悟	兎山悟	Toyama Satoru		396
tracer_(overwatch)	猎空	トレーサー	Tracer	守望先锋2	1982
trafalgar_law	特拉法尔加·罗	トラファルガー・ロー	Trafalgar Law		3544
trainer_(umamusume)	训练员	トレーナー(ウマ娘)	Trainer	闪耀!优俊少女	14590
treecko	木守宫	キモリ	Treecko		1069
trianne_(honkai:_star_rail)	缇安	トリアン（崩壊:スターレイル）	Trianne	崩坏:星穹铁道	580
tribbie_(honkai:_star_rail)	缇宝	トリビー	Tribbie	崩坏:星穹铁道	1006
trigger_(zenless_zone_zero)	扳机	トリガー	Trigger	绝区零	1444
trinnon_(honkai:_star_rail)	缇宁	トリノン	Trinnon	崩坏:星穹铁道	559
tron_bonne_(mega_man)	特隆·邦尼	トロン・ボーン	Tron Bonne		1272
trotter_(honkai:_star_rail)	扑满	プーマン	Trotter	崩坏:星穹铁道	678
trucy_wright	成步堂美贯	成歩堂みぬき	Trucy Wright		644
trunks_(dragon_ball)	特兰克斯	トランクス	Trunks	七龙珠	1486
tsubaki_(blue_archive)	春日椿	春日ツバキ	Tsubaki	碧蓝档案	1998
tsuchiya_(girls_und_panzer)	土屋梦屯	ツチヤ	Tsuchiya	少女与战车	375
tsugikuni_yoriichi	继国缘一	継国縁一	Tsugikuni Yoriichi		319
tsuji_renta	辻廉太	辻廉太	Tsuji Renta		636
tsukahara_hibiki	冢原响	塚原響	Tsukahara Hibiki		614
tsukikawa_chili	月川知里	月川ちり	Tsukikawa Chili		291
tsukimura_temari	月村手毬	手毬ぬい	Tsukimura Temari		2684
tsukinaga_leo	月永雷欧	月永レオ	Tsukinaga Leo		505
tsukino_(pageratta)	月乃（pageratta）	黒宮月乃	Tsukino		391
tsukino_mito	月之美兔	月ノ美兎	Tsukino Mito		4068
tsukino_mito_(1st_costume)	月之美兔（初始服装）	月ノ美兎(通常)	Tsukino Mito		1980
tsukino_usagi	月野兔	月野うさぎ	Tsukino Usagi		6847
tsukishima_hajime	月岛基	鯉月	Tsukishima Hajime		856
tsukishima_kei	月岛萤	月島蛍	Tsukishima Kei		341
tsukishiro_yuki	月代雪	月代ユキ	Tsukishiro Yuki		559
tsukumo_benben	九十九辨辨	九十九弁々	Tsukumo Benben		1877
tsukumo_ima	过今	九十九今馬	Tsukumo Ima		382
tsukumo_kako	九十九过子	九十九過子	Tsukumo Kako		437
tsukumo_yuki_(jujutsu_kaisen)	九十九由基	九十九由基	Tsukumo Yuki	咒术回战	370
tsukuyo_(blue_archive)	大野月咏	大野ツクヨ	Tsukuyo	碧蓝档案	842
tsukuyo_(gintama)	月咏（银魂）	月詠（ぎんたま）	Tsukuyo	银魂	335
tsukuyomi_shirabe	并行世界调	月読調	Tsukuyomi Shirabe		1503
tsunade_(naruto)	千手纲手	千手綱手	Tsunade		2452
tsunashi_hajime	旦那（十一）	十一	Tsunashi Hajime		446
tsunomaki_watame	角卷绵芽	角卷わため	Tsunomaki Watame		3622
tsunomaki_watame_(1st_costume)	角卷绵羊	角巻わため(通常)	Tsunomaki Watame		1193
tsurugi_(blue_archive)	剑先鹤城	剣先ツルギ	Tsurugi	碧蓝档案	2311
tsurugi_(swimsuit)_(blue_archive)	剑先鹤城（泳装）	ツルギ(水着)	Tsurugi (swimsuit)	碧蓝档案	401
tsurugi_kyousuke	剑城京介	剣城京介	Tsurugi Kyousuke		530
tsurumaki_kokoro	弦卷心	弦巻こころ	Tsurumaki Kokoro		1245
tsurumaki_maki	弦卷真纪	弦巻マキ	Tsurumaki Maki		1811
