tag	current_zh	ja	en	series	post_count
priest_(dq3)	女僧侣	僧侶	Priest		950
priest_(ragnarok_online)	神官	プリ	Priest	仙境传说	2301
priestess_(goblin_slayer!)	女神官	女神官(ゴブリンスレイヤー)	Priestess	哥布林杀手(漫画)	746
primarina	西狮海壬	アシレーヌ	Primarina		1184
prince_of_lan_ling_(fate)	兰陵王	蘭陵王	Prince Of Lan Ling		612
prince_of_wales_(azur_lane)	威尔士亲王（碧蓝航线）	プリンス・オブ・ウェールズ（アズールレーン）	Prince Of Wales	碧蓝航线	535
princess_daisy	黛西公主	デイジー姫	Princess Daisy		3336
princess_peach	碧琪公主	ピーチ姫	Princess Peach		8589
princess_tutu_(character)	彩梦芭蕾	プリンセスチュチュ	Princess Tutu		295
princess_zelda	塞尔达	ゼルダ姫	Princess Zelda		16607
prinny	普林尼	プリニー	Prinny		1036
prinz_eugen_(azur_lane)	欧根亲王（碧蓝航线）	プリンツ・オイゲン（アズールレーン）	Prinz Eugen	碧蓝航线	4964
prinz_eugen_(kancolle)	欧根	プリンツ・オイゲン（舰队Collection）	Prinz Eugen		6034
prinz_heinrich_(azur_lane)	海因里希亲王	プリンツ・ハインリヒ	Prinz Heinrich	碧蓝航线	491
privaty_(nikke)	普丽瓦蒂	プリバティ	Privaty		992
problem_solver_sensei_(blue_archive)	便利屋先生	便利屋先生	Problem Solver Sensei	碧蓝档案	328
producer_(idolmaster)	制作人	プロデューサー(アイドルマスター)	Producer	偶像大师	11538
producer_(idolmaster_anime)	赤羽根P	アニマスP	Producer		388
producer_(idolmaster_cinderella_girls_anime)	武内P	武内P	Producer		1746
professor_niyaniya_(blue_archive)	笑面教授	笑面教授	Professor Niyaniya	碧蓝档案	3436
project_bunny	重装小兔19c	重装ウサギ19c	Project Bunny		296
promeia_(zenless_zone_zero)	普罗米娅	プロメイア	Promeia	绝区零	1249
prosciutto_(jojo)	普罗修特	プロシュート	Prosciutto		734
protagonist_2_(housamo)	主2	主2	Protagonist 2		551
protagonist_4_(housamo)	主4	主4	Protagonist 4		467
provence_(arknights)	普罗旺斯	普羅旺斯	Provence	明日方舟	507
prushka	普鲁修卡	プルシュカ	Prushka		414
psyduck	可达鸭	コダック	Psyduck		1485
psylocke	赛洛克	サイロック	Psylocke		1647
ptilopsis_(arknights)	白面鸮	フィリオプシス(アークナイツ)	Ptilopsis	明日方舟	1006
puck_(re:zero)	帕克	パック（Re:从零开始的异世界生活）	Puck		617
pulchra_fellini	波可娜·费雷尼	プルクラ・フェリーニ	Pulchra Fellini		1216
punishing_bird	罚鸟	罰鳥	Punishing Bird		320
purah	普尔亚	プルア	Purah		1413
purple_heart_(neptunia)	紫心	パープルハート	Purple Heart		1807
pyra_(pro_swimmer)_(xenoblade)	焰（pro swimmer·xenoblade）	競い合う水着のホムラ	Pyra (pro Swimmer)		1253
pyra_(xenoblade)	吼姆拉	ホムラ(ゼノブレイド2)	Pyra		9536
pyramid_head	三角头	レッドピラミッドシング	Pyramid Head		498
qin_liangyu_(fate)	秦良玉	秦良玉	Qin Liangyu		537
qingming_bird_(zenless_zone_zero)	青溟鸟	青溟鳥	Qingming Bird	绝区零	659
qingque_(honkai:_star_rail)	青雀	セイジャク	Qingque	崩坏:星穹铁道	684
qingxiao_(wuthering_waves)	清宵	清宵	Qingxiao	鸣潮	544
qiqi_(genshin_impact)	七七	七七	Qiqi	原神	3210
qiuyuan_(wuthering_waves)	仇远	キュウエン	Qiuyuan	鸣潮	459
quanxi_(chainsaw_man)	光熙	クァンシ	Quanxi	电锯人	1151
quattro_bajeena	柯瓦特罗	クワトロ・バジーナ	Quattro Bajeena		583
quaxly	呱呱泡蛙	クワッス	Quaxly		1296
queen_elizabeth_(azur_lane)	伊丽莎白女王（碧蓝航线）	クイーン・エリザベス（アズールレーン）	Queen Elizabeth	碧蓝航线	806
queen_of_sheba_(fate)	示巴女王	シバの女王	Queen Of Sheba		616
quetzalcoatl_(fate)	魁札尔·科亚特尔	ケツァル・コアトル	Quetzalcoatl		808
quincy_(nu_carnival)	昆西（新世界狂欢）	崑西	Quincy	新世界狂欢	455
rabu_(blue_archive)	河驹风兰舞	河駒風ラブ	Rabu	碧蓝档案	374
rachel_gardner	瑞吉儿	レイチェル・ガードナー	Rachel Gardner		463
racing_miku	赛车初音	レーミク	Racing Miku		1771
rafayel_(love_and_deepspace)	祁煜	祁煜	Rafayel	恋与深空	641
ragna_the_bloodedge	拉格纳	ラグ姉さん	Ragna The Bloodedge		1480
rahu_(path_to_nowhere)	罗睺	羅睺	Rahu	无期迷途	702
raichu	雷丘	ライチュウ	Raichu		1632
raiden_(metal_gear)	雷电	雷電	Raiden		512
raiden_mei_(apho)	雷电芽衣（后崩坏书）	雷電芽衣(後崩壊書)	Raiden Mei		723
raiden_mei_(herrscher_of_origin)	雷电芽衣（herrscher of origin）	雷電芽衣	Raiden Mei		476
raiden_mei_(herrscher_of_thunder)	雷之律者	雷之律者	Raiden Mei		1631
raiden_shogun	雷电将军	雷神バアル	Raiden Shogun		22023
raidian_(arknights)	电弧	レイディアン(アークナイツ)	Raidian	明日方舟	847
raihan_(pokemon)	奇巴纳	キバナ	Raihan	宝可梦	3953
raimon_natsumi	雷门夏未	円堂夏未	Raimon Natsumi		312
rainbow_dash	云宝黛西	虹林檎	Rainbow Dash		781
raising_heart	起始之心	レイジングハート	Raising Heart		2393
raising_heart_(standby_mode)	待机形态（standby mode）	スタンバイモード	Raising Heart		405
ralts	拉尔托斯	ラルトス	Ralts		1498
ramlethal_valentine	拉姆雷萨尔·瓦伦丁	ラムレザル=ヴァレンタイン	Ramlethal Valentine		2137
ran_nagisa	乱凪砂	乱凪砂	Ran Nagisa		351
ranka_lee	兰花·李	ランカ・リー	Ranka Lee		2424
rapi_(red_hood)_(nikke)	拉菲（red hood·NIKKE）	ラピ:レッドフード	Rapi (red Hood)		1656
rappa_(honkai:_star_rail)	乱破	乱破(スターレイル)	Rappa	崩坏:星穹铁道	627
raqio	拉琪奥	ラキオ	Raqio		294
rarity_(my_little_pony)	珍奇（小马宝莉）	ラリティ（マイリトルポニー）	Rarity	小马宝莉	621
rathalos	雄火龙（怪物猎人）	リオレウス	Rathalos		303
raven_(dc)	渡鸦（dc）	レイブン	Raven		1900
raven_(honkai_impact)	娜塔莎·希奥拉	ナターシャ・キオラ	Raven		281
ray_(aotu_world)	雷狮	雷獅	Ray	凹凸世界	484
ray_(arknights)	莱伊	レイ(アークナイツ)	Ray	明日方舟	702
reaper_(overwatch)	死神（守望先锋2）	死神（オーバーウォッチ2）	Reaper	守望先锋2	645
rebecca_(cyberpunk)	丽贝卡	レベッカ（cyberpunk）	Rebecca		2513
recluse_(elden_ring)	隐士	隠者	Recluse	艾尔登法环	761
recoleta_(reverse:1999)	虚构集	レコレータ	Recoleta	重返未来1999	464
red_(pokemon)	赤红	レグリ（ポケットモンスター）	Red	宝可梦	6304
red_blood_cell_(hataraku_saibou)	赤血球	赤血球(はたらく細胞)	Red Blood Cell	工作细胞	469
red_desire_(umamusume)	红色梦想	レッドディザイア(ウマ娘)	Red Desire	闪耀!优俊少女	644
red_mage_(final_fantasy)	赤魔道士	赤魔道士	Red Mage	最终幻想	485
red_pikmin	红皮克敏	赤ピクミン	Red Pikmin		1505
reed_(arknights)	苇草	葦草	Reed	明日方舟	1882
reed_richards	里德·理查兹	リード・リチャーズ	Reed Richards		302
reg_(made_in_abyss)	雷古	レグ	Reg	来自深渊	976
rei_(cookie)	RI君	RIくん	Rei		749
rei_(pokemon)	明耀	テルショウ	Rei	宝可梦	1110
reijo_(blue_archive)	鹿山丽情	鹿山レイジョ	Reijo	碧蓝档案	992
reimu_endou	远藤灵梦	遠藤霊夢	Reimu Endou		698
rein_(futagohime)	莲音	レイン（futagohime）	Rein		433
reina_(tekken)	丽奈（铁拳）	麗奈(鉄拳)	Reina	铁拳	414
reisa_(blue_archive)	宇泽玲纱	宇沢レイサ	Reisa	碧蓝档案	3588
reisalin_stout	莱莎琳·斯托特	ライザリン・シュタウト	Reisalin Stout		4512
reisen_(touhou_bougetsushou)	铃仙	レイセン（東方儚月抄）	Reisen	东方儚月抄	1139
reisen_udongein_inaba	铃仙·优昙华院·因幡	鈴仙・優曇華院・イナバ	Reisen Udongein Inaba		31190
reiuji_utsuho	灵乌路空	霊烏路空	Reiuji Utsuho		20628
reiuji_utsuho_(bird)	灵乌路空（bird）	おキューちゃん	Reiuji Utsuho		1822
reizei_mako	冷泉麻子	冷泉麻子	Reizei Mako		3193
rem_(re:zero)	雷姆	レム（Re:从零开始的异世界生活）	Rem		10249
remielle_dan	蕾米埃尔·丹	ラミル	Remielle Dan		7031
remilia_scarlet	蕾米莉亚·斯卡雷特	レミリア・スカーレット	Remilia Scarlet		62067
remnan_(gnosia)	雷木楠	レムナン	Remnan		286
ren_kougyoku	练红玉	練紅玉	Ren Kougyoku		288
rena_(blue_archive)	衣斐蕾娜	衣斐レナ	Rena	碧蓝档案	667
rengoku_kyoujurou	炼狱杏寿郎	炎柱	Rengoku Kyoujurou		1513
renne_(eiyuu_densetsu)	玲·布莱特	レン・ブライト	Renne	英雄传说	911
reno_(azur_lane)	里诺	裏諾	Reno	碧蓝航线	455
rensouhou-chan	连装炮小妹	連装砲ちゃん	Rensouhou-chan		6339
rensouhou-kun	连装炮君	連装砲くん	Rensouhou-kun		1646
reona_west	莉安娜·威斯特	レオナ・ウェスト	Reona West		550
rerir_(genshin_impact)	雷利尔	レリル	Rerir	原神	282
reshiram	莱希拉姆	レシラム	Reshiram		1094
reu_(cookie)	RU姐贵	RU姉貴	Reu		674
revenant_(elden_ring)	复讐者	復讐者	Revenant	艾尔登法环	852
rex_(xenoblade)	莱克斯	レックス(ゼノブレイド2)	Rex		2019
rex_lapis_(genshin_impact)	岩王帝君	摩拉克斯	Rex Lapis	原神	467
reze_(chainsaw_man)	炸弹人	レゼ	Reze	电锯人	10079
rfb_(girls'_frontline)	凯拉	RFB(ドールズフロントライン)	Rfb	少女前线	514
rhea_(fire_emblem)	蕾雅	レア(FE風花雪月)	Rhea	火焰纹章	1213
rias_gremory	莉雅丝·格雷莫瑞	リアス・グレモリー	Rias Gremory		1747
ribeyrolles_(girls'_frontline)	利贝罗勒	リベロール	Ribeyrolles	少女前线	319
rice_shower_(rosy_dreams)_(umamusume)	雨中蔷薇	ローゼスドリーム	Rice Shower (rosy Dreams)	闪耀!优俊少女	2518
rice_shower_(umamusume)	米浴	ライスシャワー（ウマ娘プリティーダービー）	Rice Shower	闪耀!优俊少女	9932
richard_i_(fate)	理查一世	リチャードI世	Richard I		1107
richelieu_(azur_lane)	黎塞留（碧蓝航线）	黎塞留（アズールレーン）	Richelieu	碧蓝航线	579
richelieu_(kancolle)	黎塞留（舰队Collection）	リシュリュー	Richelieu		1532
rika_(touhou)	里香	裏香	Rika	东方Project	417
rikka_(holostars)	律可	律可	Rikka		442
rilakkuma	轻松熊	リラックマ	Rilakkuma		287
rim_(kamitsubaki_studio)	理芽	理芽	Rim		754
rimuru_tempest	利姆路	リムル=テンペスト	Rimuru Tempest		1502
rin_(blue_archive)	七神凛	七神リン	Rin	碧蓝档案	1131
rin_(senran_kagura)	凛（闪乱神乐）	鈴音（閃乱カグラ）	Rin	闪乱神乐	407
rindo_chihaya	轮堂千速	もはやちはや	Rindo Chihaya		1159
rindou_mikoto	龙胆尊	竜胆尊	Rindou Mikoto		977
rindou_mikoto_(1st_costume)	龙胆尊（通常）	竜胆尊(通常)	Rindou Mikoto		407
rio_(blue_archive)	调月莉音	調月リオ	Rio	碧蓝档案	14776
riolu	利欧路	リオル	Riolu		1139
risotto_nero	里苏特·涅罗	リゾット・ネエロ	Risotto Nero		741
risu_(dorohedoro)	栗鼠	栗鼠	Risu		360
rita_rossweisse	丽塔·洛丝薇瑟	リタ・ロスヴァイセ	Rita Rossweisse		2133
riven_(league)	锐雯	リヴェン	Riven		759
ro-500_(kancolle)	LO号	呂500	Ro-500		4950
robert_e._o._speedwagon	罗伯特·E·O·史比特瓦根	ロバート・E・O・スピードワゴン	Robert E. O. Speedwagon		546
robin_(arknights)	罗宾（明日方舟）	ロビン(アークナイツ)	Robin	明日方舟	653
robin_(dc)	罗宾（dc）	ロビン（dc）	Robin		1044
robin_(honkai:_star_rail)	知更鸟	ロビン（崩壊:スターレイル）	Robin	崩坏:星穹铁道	5311
robin_hood_(fate)	罗宾汉（Fate）	ロビンフッド	Robin Hood		681
roboco-san	萝卜子	械塚幸	Roboco-san		1464
rock_lee	洛克·李	ロック・リー	Rock Lee		505
roland_(project_moon)	罗兰（月亮计划）	ローラン（プロジェクトムーン）	Roland	月亮计划	1396
roll_(mega_man)	洛尔	ロールちゃん	Roll		2497
roma_(kancolle)	罗马（舰队Collection）	ローマ（舰队Collection）	Roma		1130
romani_archaman	罗马尼·阿基曼	ロマニ・アーキマン	Romani Archaman		1144
ronova_(genshin_impact)	若娜瓦	ロノヴァ	Ronova	原神	548
rope_(arknights)	暗索	ロープ（アークナイツ）	Rope	明日方舟	324
roronoa_zoro	罗罗诺亚·索隆	ロロノア・ゾロ	Roronoa Zoro		6481
rosa_(arknights)	早露	ロサ（アークナイツ）	Rosa	明日方舟	896
rosa_(pokemon)	鸣依	メイ（ポケットモンスター）	Rosa	宝可梦	8846
rosa_(tears_of_themis)	蔷薇			未定事件簿	1032
rosado_(fire_emblem)	罗萨德	ロサード（ファイアーエムブレム）	Rosado	火焰纹章	341
rosalina	罗莎琳娜	羅莎琳娜	Rosalina		4766
rosanna_(nikke)	罗珊娜（胜利女神：妮姬）	ロザンナ	Rosanna		452
rosaria_(genshin_impact)	罗莎莉亚	羅莎莉亜	Rosaria	原神	1455
rosehip_(girls_und_panzer)	蔷薇果	ローズヒップ	Rosehip	少女与战车	1910
rosmontis_(arknights)	迷迭香	ロスモンティス	Rosmontis	明日方舟	2140
rossi_(arknights)	洛茜娜·狼珀·卢皮诺	ロッシ	Rossi	明日方舟	2106
rotom	洛托姆	ロトム	Rotom		5264
rouge_the_bat	露珠	ルージュ・ザ・バット	Rouge The Bat		2148
roux_louka	露·卢卡	ルー・ルカ	Roux Louka		469
rover_(wuthering_waves)	漂泊者	潮男	Rover	鸣潮	9490
roxas	洛克萨斯	ロクサス	Roxas		1342
roxy_migurdia	洛克希	ロキシー・ミグルディア	Roxy Migurdia		2649
roy_(fire_emblem)	罗伊（火焰纹章）	ロイ	Roy	火焰纹章	1176
rozaliya_olenyeva	萝萨莉娅	ロザリア・アーリン	Rozaliya Olenyeva		997
rpk-16_(girls'_frontline)	RPK-16(少女前线)	RPK-16(ドールズフロントライン)	Rpk-16	少女前线	1470
ruan_mei_(honkai:_star_rail)	阮·梅	ルアン・メェイ	Ruan Mei	崩坏:星穹铁道	2614
rubuska	野树莓	野樹莓	Rubuska		292
ruby_rose	露比·罗丝	ルビー・ローズ	Ruby Rose		3742
rudeus_greyrat	鲁迪乌斯·格雷拉特	ルーデウス・グレイラット	Rudeus Greyrat		1172
rufus_shinra	路法斯·神罗	ルーファウス神羅	Rufus Shinra		305
rukawa_kaede	流川枫	流川楓	Rukawa Kaede		672
rukkhadevata_(genshin_impact)	大慈树王	マハールッカデヴァータ	Rukkhadevata	原神	593
rukuriri_(girls_und_panzer)	鲁克莉莉	ルクリリ	Rukuriri	少女与战车	768
rumia	露米娅	ルーミア	Rumia		22179
runami_yachiyo	月见八千代	月見ヤチヨ	Runami Yachiyo		6675
rupa_(girls_band_cry)	露帕（哭泣少女乐队）	ルパ（ガールズバンドクライ）	Rupa	哭泣少女乐队	1908
rupee_(nikke)	露菲	ルピー	Rupee		632
rurima_(cookie)	RRM姉贵	るりまさん	Rurima		305
russia_(hetalia)	伊万•布拉金斯基	イヴァン・ブラギンスキ	Russia		1943
rx-78-2_gundam	RX-78-2高达		Rx-78-2 Gundam		1566
rydia_(ff4)	莉迪雅	リディア（ff4）	Rydia		1438
ryofu_housen_(ikkitousen)	吕布奉先（一骑当千）	呂布奉先（一騎当千）	Ryofu Housen	一骑当千	301
ryomou_shimei_(ikkitousen)	吕蒙子明	呂蒙子明	Ryomou Shimei	一骑当千	498
ryoshu_(project_moon)	良秀	良秀	Ryoshu	月亮计划	3742
ryoubi_(senran_kagura)	两备	両備	Ryoubi	闪乱神乐	597
ryouko_(tenchi_muyou!)	魉呼	魎呼	Ryouko	天地无用!	498
ryoumen_sukuna_(jujutsu_kaisen)	两面宿傩	両面宿儺	Ryoumen Sukuna	咒术回战	2347
ryouna_(senran_kagura)	两奈	両奈	Ryouna	闪乱神乐	586
ryunosuke_naruhodo	成步堂龙之介	成歩堂龍ノ介	Ryunosuke Naruhodo		534
ryuuhou_(kancolle)	龙凤（舰队Collection）	龍鳳（舰队Collection）	Ryuuhou		648
ryuujou_(kancolle)	龙骧	龍驤	Ryuujou		8943
ryuushen	绿仙	緑仙	Ryuushen		488
ryuuzaki_umi	龙咲海	竜咲海	Ryuuzaki Umi		507
s-force_rappa_chiyomaru	S-Force乱破小夜丸	S-Force乱破小夜丸	S-force Rappa Chiyomaru		337
s.a.t.8_(girls'_frontline)	SAT8(少女前线)	SAT8(ドールズフロントライン)	S.a.t.8	少女前线	505
saber_(fate)	阿尔托莉雅·潘德拉贡（Fate）	アルトリア・ペンドラゴン	Saber		21190
saber_alter	阿尔托莉雅·潘德拉贡〔Alter〕	セイバーオルタ	Saber Alter		7284
saber_alter_(swimsuit_rider)_(second_ascension)	阿尔托莉雅·奥尔塔	アルトリア・オルタ(水着)（二次再临）	Saber Alter (swimsuit Rider)		1451
saber_alter_(ver._shinjuku_1999)	阿尔托莉雅·潘德拉贡（ver. shinjuku 1999）	漆黒の騎士王ver新宿1999	Saber Alter		1092
saber_lily	阿尔托莉雅·潘德拉贡〔Lily〕	セイバー・リリィ	Saber Lily		1813
sabito_(kimetsu)	锖兔	錆兎	Sabito		288
sabo_(one_piece)	萨博	薩博	Sabo	海贼王	1280
sabrina_(pokemon)	娜姿	ナツメ（ポケットモンスター）	Sabrina	宝可梦	1948
sadamori_himeka	定盛姬歌	定盛姫歌	Sadamori Himeka		481
sado_(kancolle)	佐渡	佐渡	Sado		1127
sae_(hidamari_sketch)	沙英	沙英	Sae		472
saegusa_akina	三枝明那	さ絵ぐさ	Saegusa Akina		534
saegusa_ibara	七种茨	七種茨	Saegusa Ibara		400
saeki_miria	佐伯米莉亚	レイミリ	Saeki Miria		663
saemonza_(girls_und_panzer)	左卫门佐	カバさんチーム	Saemonza	少女与战车	480
sagiri_(kancolle)	狭雾	狭霧	Sagiri		1137
sagiri_(swimsuit)_(kancolle)	狭雾水着	狭霧の水着	Sagiri (swimsuit)		462
sagisawa_fumika	鹭泽文香	鷺沢文香	Sagisawa Fumika		4804
saigusa_haruka	三枝叶留佳	三枝葉留佳	Saigusa Haruka		802
saigyou_ayakashi	西行妖	西行妖	Saigyou Ayakashi		468
saigyouji_yuyuko	西行寺幽幽子	西行寺幽々子	Saigyouji Yuyuko		28008
saihara_shuichi	最原终一	最原終一	Saihara Shuichi		7996
saijo_claudine	西条克洛迪娜	西條クロディーヌ	Saijo Claudine		1548
saileach_(arknights)	琴柳	サイラッハ	Saileach	明日方舟	609
sailor_jupiter	水手木星	セーラージュピター	Sailor Jupiter		1501
sailor_mars	水手火星	セーラーマーズ	Sailor Mars		1664
sailor_mercury	水手水星	セーラーマーキュリー	Sailor Mercury		1913
sailor_moon	美少女战士	セーラームーン	Sailor Moon		4880
sailor_venus	水手金星	セーラーヴィーナス	Sailor Venus		1678
saint-louis_(azur_lane)	路易九世	サン・ルイ	Saint-louis	碧蓝航线	467
saionji_kotoka	西园寺琴歌	西園寺琴歌	Saionji Kotoka		284
sairenji_haruna	西联寺春菜	西連寺春菜	Sairenji Haruna		691
saitama_(one-punch_man)	埼玉	サイタマ	Saitama	一拳超人	2117
saitou_ena	齐藤惠那	斉藤恵那	Saitou Ena		433
saitou_hajime_(fate)	斋藤一（Fate）	斎藤一(Fate)	Saitou Hajime		980
sakagami_tomoyo	坂上智代	坂上智代	Sakagami Tomoyo		888
sakaguchi_karina	阪口桂利奈	ウサギさんチーム	Sakaguchi Karina		716
sakaki_yumiko	榊由美子	榊由美子	Sakaki Yumiko		284
sakaki_yuya	榊游矢	榊遊矢	Sakaki Yuya		594
sakamata_chloe	沙花叉克萝伊	沙花叉クロヱ	Sakamata Chloe		7047
sakamata_chloe_(1st_costume)	沙花叉克洛伊				2995
sakamoto_mio	坂本美绪	坂本美緒	Sakamoto Mio		1849
sakamoto_ryouma_(fate)	坂本龙马（Fate）	坂本竜馬(Fate)	Sakamoto Ryouma		692
sakamoto_ryuji	坂本龙司	坂本竜司	Sakamoto Ryuji		692
sakasaki_natsume	逆先夏目	逆先夏目	Sakasaki Natsume		315
sakata_gintoki	坂田银时	坂田銀時	Sakata Gintoki		2787
sakata_kintoki_(fate)	坂田金时	坂田金時	Sakata Kintoki		1070
sakata_nemuno	坂田合欢乃	坂田ネムノ	Sakata Nemuno		964
sakawa_(kancolle)	酒匂（舰队Collection）	酒匂	Sakawa		965
sakayori_iroha	酒寄彩叶	酒寄彩葉	Sakayori Iroha		10023
saki_(blue_archive)	空井咲	空井サキ	Saki	碧蓝档案	3338
sakihane_huya	咲羽风夜	咲羽風夜	Sakihane Huya		345
sakihata_rimi	咲畑梨深	咲畑梨深	Sakihata Rimi		920
sakimiya_iruka	咲宫入华	咲宮入華	Sakimiya Iruka		544
sakuma_jirou	佐久间次郎	佐久間次郎	Sakuma Jirou		313
sakuma_rei_(ensemble_stars!)	朔间零	520愛零デイ	Sakuma Rei	偶像梦幻祭	490
sakuma_ritsu	朔间凛月	朔間凜月	Sakuma Ritsu		668
sakura_(fire_emblem)	樱	サクラ(FEif)	Sakura	火焰纹章	1324
sakura_ayane	佐仓绫音	佐倉綾音	Sakura Ayane		319
